snapshot,arm,anchor_physical_distance_m,anchor_success,inversion_hit,best_corrective_advantage_m,best_any_advantage_m,any_success_gain,selected_success_any,best_selected_distance_m,proxy_rejected_fraction,mean_proxy_rank_fraction,mean_action_distance_from_anchor
43,random_final_population,0.11426965874228773,0,1.0,0.07670621780229891,0.07670621780229891,1.0,1.0,0.037563440939988806,1.0,0.5556020066889631,4.098256186269517
44,action_diverse,0.32934690100553743,0,0.0,0.0,0.0,0.0,0.0,0.32934690100553743,1.0,0.48327759197324416,5.943153390955118
44,proxy_hard,0.32934690100553743,0,0.0,0.0,0.0,0.0,0.0,0.32934690100553743,1.0,0.9882943143812709,5.063730896212222
44,proxy_rejected_stratified_diverse,0.32934690100553743,0,0.0,0.0,0.0,0.0,0.0,0.32934690100553743,1.0,0.49790969899665555,6.006774225242204
44,random_final_population,0.32934690100553743,0,0.0,0.0,0.0,0.0,0.0,0.32934690100553743,1.0,0.5351170568561872,5.019058997309739
45,action_diverse,0.011680506976551716,1,0.0,0.0,0.0,0.0,1.0,0.011680506976551716,1.0,0.5133779264214047,5.622532947735328
45,proxy_hard,0.011680506976551716,1,0.0,0.0,0.0,0.0,1.0,0.011680506976551716,1.0,0.9882943143812709,4.414098034457753
45,proxy_rejected_stratified_diverse,0.011680506976551716,1,0.0,0.0,0.0,0.0,1.0,0.011680506976551716,1.0,0.4937290969899666,6.198347030689668
45,random_final_population,0.011680506976551716,1,0.0,0.0,0.0,0.0,1.0,0.011680506976551716,1.0,0.5526755852842808,4.470919065219409
46,action_diverse,0.030980347268067077,1,0.0,0.0,0.00502918750432154,0.0,1.0,0.025951159763745537,1.0,0.6086956521739131,5.057890315714566
46,proxy_hard,0.030980347268067077,1,0.0,0.0,0.0,0.0,1.0,0.03285070804948273,1.0,0.9882943143812709,4.270940878711777
46,proxy_rejected_stratified_diverse,0.030980347268067077,1,0.0,0.0,0.0008757294616770321,0.0,1.0,0.030104617806390045,1.0,0.5054347826086957,5.186612628239776
46,random_final_population,0.030980347268067077,1,0.0,0.0,0.005092803605441468,0.0,1.0,0.02588754366262561,1.0,0.410953177257525,4.018161693793184
47,action_diverse,0.12293272400113128,0,0.0,0.0,1.2719030821228827e-05,0.0,0.0,0.12292000497031005,1.0,0.5037625418060201,5.8741340829730815
47,proxy_hard,0.12293272400113128,0,0.0,0.0,1.2719030821228827e-05,0.0,0.0,0.12292000497031005,1.0,0.9882943143812709,4.851272128919705
47,proxy_rejected_stratified_diverse,0.12293272400113128,0,0.0,0.0,1.2719030821228827e-05,0.0,0.0,0.12292000497031005,1.0,0.5229933110367893,6.061231543963679
47,random_final_population,0.12293272400113128,0,0.0,0.0,0.0,0.0,0.0,0.12293272400113128,1.0,0.6404682274247492,4.6298388197232185
48,action_diverse,0.018476327048036714,1,0.0,0.0,0.0,0.0,1.0,0.02569479299606884,1.0,0.3833612040133779,7.171973904045186
48,proxy_hard,0.018476327048036714,1,0.0,0.0,0.0,0.0,1.0,0.0331646794771273,1.0,0.9882943143812709,5.566172105290466
48,proxy_rejected_stratified_diverse,0.018476327048036714,1,0.0,0.0,0.0,0.0,1.0,0.02562235720916806,1.0,0.4945652173913043,7.509986023036204
48,random_final_population,0.018476327048036714,1,0.0,0.0,0.0,0.0,1.0,0.02562235720916806,1.0,0.395066889632107,5.612445161695826
49,action_diverse,0.2845559517770149,0,0.0,0.0,0.01585502854852483,0.0,0.0,0.2687009232284901,1.0,0.6187290969899666,5.936588221539463
49,proxy_hard,0.2845559517770149,0,0.0,0.0,0.01585502854852483,0.0,0.0,0.2687009232284901,1.0,0.9882943143812709,4.605785889683352
49,proxy_rejected_stratified_diverse,0.2845559517770149,0,0.0,0.0,0.01585502854852483,0.0,0.0,0.2687009232284901,1.0,0.49540133779264217,6.2506004129893356
49,random_final_population,0.2845559517770149,0,0.0,0.0,0.01585502854852483,0.0,0.0,0.2687009232284901,1.0,0.44941471571906355,4.857919855249444
50,action_diverse,0.22520441979785036,0,1.0,0.1746445198872441,0.1746445198872441,0.0,0.0,0.05055989991060625,0.875,0.2947324414715719,7.515873393790088
50,proxy_hard,0.22520441979785036,0,1.0,0.16438895747037977,0.16438895747037977,0.0,0.0,0.06081546232747059,1.0,0.9882943143812709,6.110969716458909
50,proxy_rejected_stratified_diverse,0.22520441979785036,0,1.0,0.1871589950148525,0.1871589950148525,1.0,1.0,0.03804542478299787,1.0,0.5301003344481605,7.830797206638843
50,random_final_population,0.22520441979785036,0,1.0,0.1911339503930904,0.1911339503930904,1.0,1.0,0.034070469404759975,1.0,0.6630434782608696,5.294763687362313
51,action_diverse,0.3281631770747183,0,0.0,0.0,0.007782975822933802,0.0,0.0,0.3203802012517845,1.0,0.6772575250836119,6.02019700879397
51,proxy_hard,0.3281631770747183,0,0.0,0.0,0.0014362461969173457,0.0,0.0,0.32672693087780097,1.0,0.9882943143812709,5.153905995597056
51,proxy_rejected_stratified_diverse,0.3281631770747183,0,1.0,0.02925860742099512,0.02925860742099512,0.0,0.0,0.2989045696537232,1.0,0.5217391304347826,6.27616246617033
51,random_final_population,0.3281631770747183,0,0.0,0.0,0.010171913560295787,0.0,0.0,0.31799126351442253,1.0,0.38168896321070234,5.0436829698501455
52,action_diverse,0.16767949325642262,0,1.0,0.13055258922832572,0.13055258922832572,1.0,1.0,0.03712690402809691,1.0,0.5346989966555183,8.095228350431004
52,proxy_hard,0.16767949325642262,0,1.0,0.11263401999951617,0.11263401999951617,0.0,0.0,0.055045473256906445,1.0,0.9882943143812709,6.325230302115138
52,proxy_rejected_stratified_diverse,0.16767949325642262,0,1.0,0.14483010760907633,0.14483010760907633,1.0,1.0,0.022849385647346288,1.0,0.5087792642140468,8.471441683435014
52,random_final_population,0.16767949325642262,0,1.0,0.15682866577786214,0.15682866577786214,1.0,1.0,0.010850827478560478,1.0,0.4719899665551839,5.928194088460289
53,action_diverse,0.31067805845666313,0,0.0,0.0,0.005896394616092482,0.0,0.0,0.30478166384057065,1.0,0.4836956521739131,5.446696604816511
53,proxy_hard,0.31067805845666313,0,0.0,0.0,0.006509180187202368,0.0,0.0,0.30416887826946076,1.0,0.9882943143812709,4.247526016265543
53,proxy_rejected_stratified_diverse,0.31067805845666313,0,0.0,0.0,0.005896394616092482,0.0,0.0,0.30478166384057065,1.0,0.5016722408026756,5.519310916628973
53,random_final_population,0.31067805845666313,0,0.0,0.0,0.006509180187202368,0.0,0.0,0.30416887826946076,1.0,0.7675585284280937,4.655188686951565
54,action_diverse,0.036499344307224194,1,0.0,0.0,0.010277371583401768,0.0,1.0,0.026221972723822425,1.0,0.5392976588628762,8.931399302342252
54,proxy_hard,0.036499344307224194,1,0.0,0.0,0.001654375429561962,0.0,1.0,0.03484496887766223,1.0,0.9882943143812709,7.223182143802513
54,proxy_rejected_stratified_diverse,0.036499344307224194,1,0.0,0.0,0.004478889151008206,0.0,1.0,0.03202045515621599,1.0,0.5125418060200668,11.285396397816712
54,random_final_population,0.036499344307224194,1,0.0,0.0,0.007889946519556369,0.0,1.0,0.028609397787667825,1.0,0.5104515050167224,6.081736517772702
55,action_diverse,0.03799802655421823,1,0.0,0.0,0.011636559257765938,0.0,1.0,0.026361467296452293,1.0,0.5363712374581939,5.2664020385207255
55,proxy_hard,0.03799802655421823,1,0.0,0.0,0.006737507172470604,0.0,1.0,0.03126051938174763,1.0,0.9882943143812709,4.590316291983532
55,proxy_rejected_stratified_diverse,0.03799802655421823,1,0.0,0.0,0.010410159937590674,0.0,1.0,0.027587866616627557,1.0,0.5004180602006689,5.540771188469424
55,random_final_population,0.03799802655421823,1,0.0,0.0,0.01839819318553472,0.0,1.0,0.01959983336868351,1.0,0.5493311036789298,4.226664984380584
56,action_diverse,0.033458172753265306,1,0.0,0.0,0.008184856133964646,0.0,1.0,0.02527331661930066,1.0,0.524665551839465,6.401750041531568
56,proxy_hard,0.033458172753265306,1,0.0,0.0,0.009926348891978524,0.0,1.0,0.023531823861286782,1.0,0.9882943143812709,5.070450457101451
56,proxy_rejected_stratified_diverse,0.033458172753265306,1,0.0,0.0,0.006290992346160124,0.0,1.0,0.027167180407105182,1.0,0.5250836120401338,6.781388542120569
56,random_final_population,0.033458172753265306,1,0.0,0.0,0.0,0.0,1.0,0.035665152651929745,1.0,0.6789297658862876,4.304483100593178
57,action_diverse,0.10708544252881959,0,0.0,0.0,0.0,0.0,0.0,0.10708544252881959,1.0,0.5125418060200669,5.792517380537016
57,proxy_hard,0.10708544252881959,0,0.0,0.0,7.204454007780914e-05,0.0,0.0,0.10701339798874178,1.0,0.9882943143812709,4.967756192790081
57,proxy_rejected_stratified_diverse,0.10708544252881959,0,0.0,0.0,0.0,0.0,0.0,0.10708544252881959,1.0,0.4853678929765886,6.02194637541272
57,random_final_population,0.10708544252881959,0,0.0,0.0,0.0,0.0,0.0,0.10708544252881959,1.0,0.5861204013377926,4.803574884992109
58,action_diverse,1.1023779206351553e-11,1,0.0,0.0,0.0,0.0,1.0,1.1023779206351553e-11,1.0,0.48745819397993306,4.84596458378055
58,proxy_hard,1.1023779206351553e-11,1,0.0,0.0,0.0,0.0,1.0,1.1023779206351553e-11,1.0,0.9882943143812709,4.252532587412129
58,proxy_rejected_stratified_diverse,1.1023779206351553e-11,1,0.0,0.0,0.0,0.0,1.0,1.1023779206351553e-11,1.0,0.4866220735785953,4.973307911482523
58,random_final_population,1.1023779206351553e-11,1,0.0,0.0,0.0,0.0,1.0,1.1023779206351553e-11,1.0,0.7663043478260869,4.082544594673681
59,action_diverse,0.03590517212683709,1,0.0,0.0,0.007216436469397194,0.0,1.0,0.028688735657439894,1.0,0.7663043478260869,5.32256866263884
59,proxy_hard,0.03590517212683709,1,0.0,0.0,0.014237445518238235,0.0,1.0,0.021667726608598854,1.0,0.9882943143812709,4.57718430364558
59,proxy_rejected_stratified_diverse,0.03590517212683709,1,0.0,0.0,0.019709535518606578,0.0,1.0,0.01619563660823051,1.0,0.49707357859531776,5.405907120901903
59,random_final_population,0.03590517212683709,1,0.0,0.0,0.012915522744043686,0.0,1.0,0.022989649382793402,1.0,0.42474916387959866,4.259292319277598
60,action_diverse,0.020576653599365842,1,0.0,0.0,0.0013141529983724982,0.0,1.0,0.019262500600993344,1.0,0.5426421404682275,4.634846542623631
60,proxy_hard,0.020576653599365842,1,0.0,0.0,0.0007485050295751514,0.0,1.0,0.01982814856979069,1.0,0.9882943143812709,3.8078420615631674
60,proxy_rejected_stratified_diverse,0.020576653599365842,1,0.0,0.0,0.0009237314594154021,0.0,1.0,0.01965292213995044,1.0,0.5091973244147158,5.02892909953063
60,random_final_population,0.020576653599365842,1,0.0,0.0,1.966434317716287e-05,0.0,1.0,0.02055698925618868,1.0,0.5618729096989966,3.827553541874001
61,action_diverse,1.56959650669447e-07,1,0.0,0.0,0.0,0.0,1.0,1.56959650669447e-07,1.0,0.6567725752508362,6.469455740398984
61,proxy_hard,1.56959650669447e-07,1,0.0,0.0,0.0,0.0,1.0,1.56959650669447e-07,1.0,0.9882943143812709,5.144126314554041
61,proxy_rejected_stratified_diverse,1.56959650669447e-07,1,0.0,0.0,0.0,0.0,1.0,1.56959650669447e-07,1.0,0.4845317725752508,6.602134642748152
61,random_final_population,1.56959650669447e-07,1,0.0,0.0,0.0,0.0,1.0,1.56959650669447e-07,1.0,0.5284280936454849,5.02672994080383
62,action_diverse,0.03798649248871632,1,0.0,0.0,0.008871399726796163,0.0,1.0,0.029115092761920158,1.0,0.42851170568561875,5.952343850552437
62,proxy_hard,0.03798649248871632,1,0.0,0.0,0.008077702130646059,0.0,1.0,0.029908790358070262,1.0,0.9882943143812709,5.14231304451835
62,proxy_rejected_stratified_diverse,0.03798649248871632,1,0.0,0.0,0.008871399726796163,0.0,1.0,0.029115092761920158,1.0,0.5259197324414715,6.098860621899295
62,random_final_population,0.03798649248871632,1,0.0,0.0,0.005030335137989707,0.0,1.0,0.032956157350726614,1.0,0.3110367892976589,4.758805865434008
63,action_diverse,0.05171687025269908,0,0.0,0.0,0.0,0.0,0.0,0.05171687025269908,1.0,0.540133779264214,4.181844404114173
63,proxy_hard,0.05171687025269908,0,0.0,0.0,4.570709960143721e-05,0.0,0.0,0.051671163153097645,1.0,0.9882943143812709,3.55189618538765
63,proxy_rejected_stratified_diverse,0.05171687025269908,0,0.0,0.0,0.0,0.0,0.0,0.05171687025269908,1.0,0.5020903010033445,4.570652519896031
63,random_final_population,0.05171687025269908,0,0.0,0.0,0.0,0.0,0.0,0.05171687025269908,1.0,0.6680602006688963,3.3509394685874243
64,action_diverse,0.17393973244443445,0,1.0,0.15625951259742007,0.15625951259742007,1.0,1.0,0.017680219847014362,1.0,0.552257525083612,5.280576242328886
64,proxy_hard,0.17393973244443445,0,1.0,0.14346904452044856,0.14346904452044856,1.0,1.0,0.030470687923985884,1.0,0.9882943143812709,4.560582723111815
64,proxy_rejected_stratified_diverse,0.17393973244443445,0,1.0,0.15625951259742007,0.15625951259742007,1.0,1.0,0.017680219847014362,1.0,0.5171404682274248,5.577595615240456
64,random_final_population,0.17393973244443445,0,1.0,0.14263428151946658,0.14263428151946658,1.0,1.0,0.03130545092496786,1.0,0.3239966555183946,4.232699611206893
65,action_diverse,0.031782011001970444,1,0.0,0.0,0.0013254086318936417,0.0,1.0,0.030456602370076802,1.0,0.7240802675585285,5.915381316823957
65,proxy_hard,0.031782011001970444,1,0.0,0.0,0.0034930304393342125,0.0,1.0,0.02828898056263623,1.0,0.9882943143812709,4.8545610498660015
65,proxy_rejected_stratified_diverse,0.031782011001970444,1,0.0,0.0,0.0013254086318936417,0.0,1.0,0.030456602370076802,1.0,0.5163043478260869,6.173443961726758
65,random_final_population,0.031782011001970444,1,0.0,0.0,0.003385357697410777,0.0,1.0,0.028396653304559667,1.0,0.5200668896321071,4.753592892095935
66,action_diverse,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.41387959866220736,5.437807257526215
66,proxy_hard,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9882943143812709,4.655437613030385
66,proxy_rejected_stratified_diverse,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5100334448160535,5.836897201200418
66,random_final_population,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3060200668896321,4.391358335099052
67,action_diverse,0.2764320581657678,0,0.0,0.0,0.017177202264882174,0.0,0.0,0.25925485590088565,1.0,0.4979096989966555,5.986055136901627
67,proxy_hard,0.2764320581657678,0,1.0,0.052444527486543074,0.052444527486543074,0.0,0.0,0.22398753067922475,1.0,0.9882943143812709,5.031977342957359
67,proxy_rejected_stratified_diverse,0.2764320581657678,0,0.0,0.0,0.0019197443152180194,0.0,0.0,0.2745123138505498,1.0,0.47993311036789293,6.284970270722152
67,random_final_population,0.2764320581657678,0,1.0,0.02424924358479985,0.02424924358479985,0.0,0.0,0.252182814580968,1.0,0.5668896321070234,4.953180758228056
68,action_diverse,1.184664752672609e-05,1,0.0,0.0,0.0,0.0,1.0,1.184664752672609e-05,1.0,0.5188127090301005,5.078660342088352
68,proxy_hard,1.184664752672609e-05,1,0.0,0.0,0.0,0.0,1.0,1.184664752672609e-05,1.0,0.9882943143812709,4.310898631475958
68,proxy_rejected_stratified_diverse,1.184664752672609e-05,1,0.0,0.0,0.0,0.0,1.0,1.184664752672609e-05,1.0,0.48787625418060193,5.425326857346852
68,random_final_population,1.184664752672609e-05,1,0.0,0.0,0.0,0.0,1.0,1.184664752672609e-05,1.0,0.4460702341137124,4.240116364429149
69,action_diverse,0.17447230814161582,0,1.0,0.0401672320822245,0.0401672320822245,0.0,0.0,0.13430507605939132,1.0,0.6500836120401339,6.774122311313853
69,proxy_hard,0.17447230814161582,0,1.0,0.04360607865609609,0.04360607865609609,0.0,0.0,0.13086622948551974,1.0,0.9882943143812709,5.761921201525802
69,proxy_rejected_stratified_diverse,0.17447230814161582,0,1.0,0.0401672320822245,0.0401672320822245,0.0,0.0,0.13430507605939132,1.0,0.5129598662207357,6.81616481232513
69,random_final_population,0.17447230814161582,0,1.0,0.03137441142782568,0.03137441142782568,0.0,0.0,0.14309789671379014,1.0,0.290133779264214,5.540878733202905
70,action_diverse,0.19265038592048134,0,0.0,0.0,0.00037686924977162195,0.0,0.0,0.19227351667070972,1.0,0.5468227424749164,6.2252231986354145
70,proxy_hard,0.19265038592048134,0,0.0,0.0,0.0003921987191375098,0.0,0.0,0.19225818720134383,1.0,0.9882943143812709,5.150179326765132
70,proxy_rejected_stratified_diverse,0.19265038592048134,0,0.0,0.0,0.00019848358358820484,0.0,0.0,0.19245190233689313,1.0,0.5217391304347827,6.247507379368626
70,random_final_population,0.19265038592048134,0,0.0,0.0,0.0,0.0,0.0,0.19265038592048134,1.0,0.6300167224080268,5.176128124897797
71,action_diverse,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5175585284280937,5.521119712719228
71,proxy_hard,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9882943143812709,4.341414730125365
71,proxy_rejected_stratified_diverse,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.483695652173913,6.257585760389366
71,random_final_population,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6024247491638797,4.456398368447829
72,action_diverse,0.2734802563869442,0,1.0,0.23831934906567898,0.23831934906567898,1.0,1.0,0.035160907321265214,1.0,0.4498327759197324,5.62298421484932
72,proxy_hard,0.2734802563869442,0,1.0,0.23773471368577423,0.23773471368577423,1.0,1.0,0.03574554270116994,1.0,0.9882943143812709,4.586078890878515
72,proxy_rejected_stratified_diverse,0.2734802563869442,0,1.0,0.23848187318723502,0.23848187318723502,1.0,1.0,0.034998383199709174,1.0,0.5,6.184168421770176
72,random_final_population,0.2734802563869442,0,1.0,0.24694455787671016,0.24694455787671016,1.0,1.0,0.026535698510234018,1.0,0.2826086956521739,4.811655547822051
73,action_diverse,0.06553050719506022,0,1.0,0.025949947087235026,0.025949947087235026,1.0,1.0,0.039580560107825194,1.0,0.6881270903010033,6.51090270977998
73,proxy_hard,0.06553050719506022,0,1.0,0.03002717662288771,0.03002717662288771,1.0,1.0,0.03550333057217251,1.0,0.9882943143812709,4.919674205967621
73,proxy_rejected_stratified_diverse,0.06553050719506022,0,0.0,0.0,0.0037468712609324273,0.0,0.0,0.06178363593412779,1.0,0.532190635451505,7.2736967555575065
73,random_final_population,0.06553050719506022,0,1.0,0.028846387955316452,0.028846387955316452,1.0,1.0,0.03668411923974377,1.0,0.5179765886287626,5.1196203050446565
74,action_diverse,0.03938473325923656,1,0.0,0.0,0.01829491196848298,0.0,1.0,0.021089821290753583,1.0,0.5928093645484951,5.633632942678741
74,proxy_hard,0.03938473325923656,1,1.0,0.021596146477692348,0.021596146477692348,0.0,1.0,0.017788586781544213,1.0,0.9882943143812709,4.383169402473229
74,proxy_rejected_stratified_diverse,0.03938473325923656,1,1.0,0.020952412432871312,0.020952412432871312,0.0,1.0,0.01843232082636525,1.0,0.5025083612040133,5.942714824491557
74,random_final_population,0.03938473325923656,1,0.0,0.0,0.008558873714944234,0.0,1.0,0.030825859544292327,1.0,0.5505852842809364,4.798427613654437
75,action_diverse,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.7437290969899666,4.989065732978665
75,proxy_hard,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9882943143812709,4.223663404131187
75,proxy_rejected_stratified_diverse,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.504180602006689,5.397360820024831
75,random_final_population,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5163043478260869,4.280471592017802
76,action_diverse,0.006338660908334985,1,0.0,0.0,0.0,0.0,1.0,0.006338660908334985,1.0,0.3081103678929766,4.993484299311883
76,proxy_hard,0.006338660908334985,1,0.0,0.0,0.0,0.0,1.0,0.006338660908334985,1.0,0.9882943143812709,4.115373314350805
76,proxy_rejected_stratified_diverse,0.006338660908334985,1,0.0,0.0,0.0,0.0,1.0,0.006338660908334985,1.0,0.4857859531772576,5.11223165150837
76,random_final_population,0.006338660908334985,1,0.0,0.0,0.0,0.0,1.0,0.006338660908334985,1.0,0.5317725752508361,3.921284737647544
77,action_diverse,0.19722674980330504,0,1.0,0.0596168855512447,0.0596168855512447,0.0,0.0,0.13760986425206034,1.0,0.5639632107023411,8.664049061358842
77,proxy_hard,0.19722674980330504,0,0.0,0.0,0.0,0.0,0.0,0.2007847359887522,1.0,0.9882943143812709,8.250787362819175
77,proxy_rejected_stratified_diverse,0.19722674980330504,0,1.0,0.0596168855512447,0.0596168855512447,0.0,0.0,0.13760986425206034,1.0,0.5150501672240803,10.634809628994262
77,random_final_population,0.19722674980330504,0,0.0,0.0,0.01846400114949706,0.0,0.0,0.17876274865380798,1.0,0.548913043478261,6.173171401470043
78,action_diverse,0.12516312451975697,0,1.0,0.09454293927969035,0.09454293927969035,1.0,1.0,0.030620185240066627,1.0,0.44314381270903014,5.825381799299519
78,proxy_hard,0.12516312451975697,0,1.0,0.061800331309758746,0.061800331309758746,0.0,0.0,0.06336279320999823,1.0,0.9882943143812709,4.772190709280391
78,proxy_rejected_stratified_diverse,0.12516312451975697,0,1.0,0.0926512837721234,0.0926512837721234,1.0,1.0,0.03251184074763359,1.0,0.504180602006689,5.686720084162759
78,random_final_population,0.12516312451975697,0,1.0,0.08983689188481292,0.08983689188481292,1.0,1.0,0.035326232634944055,1.0,0.4866220735785953,4.597863073556735
79,action_diverse,0.021001502841972136,1,0.0,0.0,0.008519479756309033,0.0,1.0,0.012482023085663103,1.0,0.7123745819397993,4.835084858650319
79,proxy_hard,0.021001502841972136,1,0.0,0.0,0.016664699454649406,0.0,1.0,0.00433680338732273,1.0,0.9882943143812709,4.097768641150367
79,proxy_rejected_stratified_diverse,0.021001502841972136,1,0.0,0.0,0.01378025722534487,0.0,1.0,0.007221245616627266,1.0,0.49707357859531776,5.508558824532914
79,random_final_population,0.021001502841972136,1,0.0,0.0,0.010472796300131974,0.0,1.0,0.010528706541840162,1.0,0.7483277591973245,3.835674820781613
80,action_diverse,0.039552353038905794,1,0.0,0.0,0.006201321473663368,0.0,1.0,0.033351031565242426,1.0,0.5522575250836121,6.176600665002127
80,proxy_hard,0.039552353038905794,1,0.0,0.0,0.003566338637923251,0.0,1.0,0.03598601440098254,1.0,0.9882943143812709,5.105382577825681
80,proxy_rejected_stratified_diverse,0.039552353038905794,1,0.0,0.0,0.005295066734858106,0.0,1.0,0.03425728630404769,1.0,0.4916387959866221,6.961300363466886
80,random_final_population,0.039552353038905794,1,0.0,0.0,0.009492139807030866,0.0,1.0,0.030060213231874928,1.0,0.6421404682274248,5.07641252501187
81,action_diverse,0.01906240939585596,1,0.0,0.0,0.0024629577586315066,0.0,1.0,0.016599451637224455,1.0,0.5639632107023411,4.905738282802476
81,proxy_hard,0.01906240939585596,1,0.0,0.0,0.001695274621492323,0.0,1.0,0.01736713477436364,1.0,0.9882943143812709,4.347217178750817
81,proxy_rejected_stratified_diverse,0.01906240939585596,1,0.0,0.0,0.0016333385742308797,0.0,1.0,0.017429070821625082,1.0,0.49623745819397996,5.093925067188465
81,random_final_population,0.01906240939585596,1,0.0,0.0,0.0020087290778350447,0.0,1.0,0.017053680318020917,0.875,0.47993311036789293,3.718811455659274
82,action_diverse,0.038003111337210245,1,0.0,0.0,0.00793572709939653,0.0,1.0,0.030067384237813716,1.0,0.5305183946488294,8.391095125920856
82,proxy_hard,0.038003111337210245,1,0.0,0.0,0.017482580696718732,0.0,1.0,0.020520530640491513,1.0,0.9882943143812709,6.755294031823402
82,proxy_rejected_stratified_diverse,0.038003111337210245,1,0.0,0.0,0.01335254348687931,0.0,1.0,0.024650567850330936,1.0,0.5133779264214047,10.296259878691401
82,random_final_population,0.038003111337210245,1,0.0,0.0,0.01168297494414387,0.0,1.0,0.026320136393066376,0.875,0.487876254180602,4.524126997939572
83,action_diverse,5.204170427930421e-17,1,0.0,0.0,0.0,0.0,1.0,5.204170427930421e-17,1.0,0.6032608695652174,5.427484620144938
83,proxy_hard,5.204170427930421e-17,1,0.0,0.0,0.0,0.0,1.0,5.204170427930421e-17,1.0,0.9882943143812709,4.727052799334546
83,proxy_rejected_stratified_diverse,5.204170427930421e-17,1,0.0,0.0,0.0,0.0,1.0,5.204170427930421e-17,1.0,0.5033444816053512,5.610062931138608
83,random_final_population,5.204170427930421e-17,1,0.0,0.0,0.0,0.0,1.0,5.204170427930421e-17,1.0,0.35284280936454854,4.5217283915660555
84,action_diverse,0.024514113627108314,1,0.0,0.0,0.013551568811080633,0.0,1.0,0.01096254481602768,1.0,0.5472408026755853,6.612667292516438
84,proxy_hard,0.024514113627108314,1,0.0,0.0,0.003337970946921568,0.0,1.0,0.021176142680186746,1.0,0.9882943143812709,4.785775499643316
84,proxy_rejected_stratified_diverse,0.024514113627108314,1,0.0,0.0,0.013551568811080633,0.0,1.0,0.01096254481602768,1.0,0.48578595317725753,8.179512780640993
84,random_final_population,0.024514113627108314,1,0.0,0.0,0.0031353744769731934,0.0,1.0,0.02137873915013512,1.0,0.3210702341137124,5.023144919463296
85,action_diverse,0.23199502695012486,0,1.0,0.18418604178794618,0.18418604178794618,0.0,0.0,0.04780898516217867,1.0,0.4761705685618729,5.487486967612597
85,proxy_hard,0.23199502695012486,0,1.0,0.18418604178794618,0.18418604178794618,0.0,0.0,0.04780898516217867,1.0,0.9882943143812709,4.967615912621737
85,proxy_rejected_stratified_diverse,0.23199502695012486,0,1.0,0.18418604178794618,0.18418604178794618,0.0,0.0,0.04780898516217867,1.0,0.483695652173913,5.753645279037016
85,random_final_population,0.23199502695012486,0,0.0,0.0,0.003484482592069321,0.0,0.0,0.22851054435805554,1.0,0.604933110367893,4.521699280593989
86,action_diverse,0.3043199044087031,0,1.0,0.276799216153807,0.276799216153807,1.0,1.0,0.027520688254896116,1.0,0.5029264214046822,5.687217597803183
86,proxy_hard,0.3043199044087031,0,0.0,0.0,0.0004890987908976463,0.0,0.0,0.30383080561780546,1.0,0.9882943143812709,4.473749801568342
86,proxy_rejected_stratified_diverse,0.3043199044087031,0,1.0,0.26610525174848976,0.26610525174848976,1.0,1.0,0.038214652660213365,1.0,0.48035117056856186,5.885308648615835
86,random_final_population,0.3043199044087031,0,0.0,0.0,0.0008411508661470557,0.0,0.0,0.30347875354255605,1.0,0.3390468227424749,4.688102656622766
87,action_diverse,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5016722408026756,4.623554572241739
87,proxy_hard,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9882943143812709,4.032726888090437
87,proxy_rejected_stratified_diverse,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5204849498327759,5.036484053619263
87,random_final_population,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4188963210702341,4.189515118530945
88,action_diverse,0.002394802715415425,1,0.0,0.0,0.0,0.0,1.0,0.002394802715415425,1.0,0.5610367892976589,5.002733552231295
88,proxy_hard,0.002394802715415425,1,0.0,0.0,0.0,0.0,1.0,0.002394802715415425,1.0,0.9882943143812709,4.30994765032073
88,proxy_rejected_stratified_diverse,0.002394802715415425,1,0.0,0.0,0.0,0.0,1.0,0.002394802715415425,1.0,0.5167224080267558,5.262924148608938
88,random_final_population,0.002394802715415425,1,0.0,0.0,0.0,0.0,1.0,0.002394802715415425,1.0,0.5213210702341137,4.161605782908582
89,action_diverse,0.026224368938856282,1,0.0,0.0,0.01477458443265519,0.0,1.0,0.011449784506201093,1.0,0.5656354515050167,5.091578385401712
89,proxy_hard,0.026224368938856282,1,0.0,0.0,0.008781518158954019,0.0,1.0,0.017442850779902264,1.0,0.9882943143812709,4.2324175459458555
