snapshot,arm,anchor_physical_distance_m,anchor_success,inversion_hit,best_corrective_advantage_m,best_any_advantage_m,any_success_gain,selected_success_any,best_selected_distance_m,proxy_rejected_fraction,mean_proxy_rank_fraction,mean_action_distance_from_anchor
6,random_final_population,1.6078445462138373e-13,1,0.0,0.0,0.0,0.0,1.0,1.6078445462138373e-13,1.0,0.6283444816053512,4.480814225283863
7,action_diverse,0.08625961329418548,0,0.0,0.0,0.00015479694468029104,0.0,0.0,0.08610481634950519,1.0,0.6312709030100334,5.835209241254531
7,proxy_hard,0.08625961329418548,0,0.0,0.0,5.0728678529857185e-05,0.0,0.0,0.08620888461565562,1.0,0.9882943143812709,4.381709714275595
7,proxy_rejected_stratified_diverse,0.08625961329418548,0,0.0,0.0,0.00021860158205222469,0.0,0.0,0.08604101171213326,1.0,0.5004180602006689,5.98295372508953
7,random_final_population,0.08625961329418548,0,0.0,0.0,0.00022895549249685176,0.0,0.0,0.08603065780168863,1.0,0.693979933110368,4.5583352442160985
8,action_diverse,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5568561872909699,6.101823358181749
8,proxy_hard,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9882943143812709,5.170939246421046
8,proxy_rejected_stratified_diverse,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5104515050167224,6.357871889752778
8,random_final_population,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4326923076923077,4.536594976024549
9,action_diverse,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5480769230769231,5.545223936572732
9,proxy_hard,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9882943143812709,4.646670072332922
9,proxy_rejected_stratified_diverse,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4991638795986622,5.471093081169723
9,random_final_population,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5622909698996655,4.549817091479399
10,action_diverse,0.23671034845374403,0,1.0,0.21438175130185408,0.21438175130185408,1.0,1.0,0.022328597151889954,1.0,0.6032608695652174,6.3512824162589006
10,proxy_hard,0.23671034845374403,0,1.0,0.21948918595815015,0.21948918595815015,1.0,1.0,0.01722116249559387,1.0,0.9882943143812709,5.627612713934456
10,proxy_rejected_stratified_diverse,0.23671034845374403,0,1.0,0.21438175130185408,0.21438175130185408,1.0,1.0,0.022328597151889954,1.0,0.5150501672240803,6.7821051027148185
10,random_final_population,0.23671034845374403,0,1.0,0.18933768263961206,0.18933768263961206,0.0,0.0,0.04737266581413196,1.0,0.6116220735785953,5.233710190216287
11,action_diverse,0.032486257272289265,1,1.0,0.025758417263402618,0.025758417263402618,0.0,1.0,0.006727840008886646,1.0,0.5790133779264214,7.040193047369353
11,proxy_hard,0.032486257272289265,1,0.0,0.0,0.0071685968876844496,0.0,1.0,0.025317660384604816,1.0,0.9882943143812709,5.868286933699826
11,proxy_rejected_stratified_diverse,0.032486257272289265,1,1.0,0.025758417263402618,0.025758417263402618,0.0,1.0,0.006727840008886646,1.0,0.5263377926421404,9.447381483593809
11,random_final_population,0.032486257272289265,1,0.0,0.0,0.012465197598478164,0.0,1.0,0.0200210596738111,1.0,0.45568561872909696,5.276032459827427
12,action_diverse,0.03687043047350717,1,0.0,0.0,0.017007366351883567,0.0,1.0,0.0198630641216236,1.0,0.4891304347826087,6.198657002242162
12,proxy_hard,0.03687043047350717,1,0.0,0.0,0.008709857358523462,0.0,1.0,0.028160573114983704,1.0,0.9882943143812709,4.452916016260017
12,proxy_rejected_stratified_diverse,0.03687043047350717,1,0.0,0.0,0.01260098390799265,0.0,1.0,0.024269446565514517,1.0,0.4870401337792642,6.6511955850855635
12,random_final_population,0.03687043047350717,1,0.0,0.0,0.005623299690088488,0.0,1.0,0.03124713078341868,1.0,0.4406354515050167,4.433810347816449
13,action_diverse,2.6287855665906633e-05,1,0.0,0.0,0.0,0.0,1.0,2.6287855665906633e-05,1.0,0.5501672240802675,6.168340400611864
13,proxy_hard,2.6287855665906633e-05,1,0.0,0.0,0.0,0.0,1.0,2.6287855665906633e-05,1.0,0.9882943143812709,4.789715238708795
13,proxy_rejected_stratified_diverse,2.6287855665906633e-05,1,0.0,0.0,0.0,0.0,1.0,2.6287855665906633e-05,1.0,0.48244147157190637,6.139054295995155
13,random_final_population,2.6287855665906633e-05,1,0.0,0.0,0.0,0.0,1.0,2.6287855665906633e-05,1.0,0.5301003344481605,4.989997558157926
14,action_diverse,0.25556972749468226,0,0.0,0.0,0.016405150020273762,0.0,0.0,0.2391645774744085,1.0,0.5263377926421404,7.4663970908932376
14,proxy_hard,0.25556972749468226,0,0.0,0.0,0.0,0.0,0.0,0.25839792562296804,1.0,0.9882943143812709,6.101342213843726
14,proxy_rejected_stratified_diverse,0.25556972749468226,0,0.0,0.0,0.0,0.0,0.0,0.257805126022805,1.0,0.4887123745819398,7.985102170819488
14,random_final_population,0.25556972749468226,0,0.0,0.0,0.0,0.0,0.0,0.25636944204981027,1.0,0.43770903010033446,5.639582384540026
15,action_diverse,0.027255669184247933,1,0.0,0.0,0.010803610768702298,0.0,1.0,0.016452058415545635,1.0,0.5355351170568561,5.076296658042956
15,proxy_hard,0.027255669184247933,1,0.0,0.0,0.0021339055842375214,0.0,1.0,0.02512176360001041,1.0,0.9882943143812709,4.252474012047124
15,proxy_rejected_stratified_diverse,0.027255669184247933,1,0.0,0.0,0.010803610768702298,0.0,1.0,0.016452058415545635,1.0,0.5066889632107023,5.173191834055519
15,random_final_population,0.027255669184247933,1,0.0,0.0,0.008182677454908745,0.0,1.0,0.019072991729339187,1.0,0.6145484949832776,4.148480075445278
16,action_diverse,0.06578274128224121,0,1.0,0.05556405885996034,0.05556405885996034,1.0,1.0,0.010218682422280873,1.0,0.48536789297658867,5.950066625263972
16,proxy_hard,0.06578274128224121,0,1.0,0.053704371165713874,0.053704371165713874,1.0,1.0,0.012078370116527331,1.0,0.9882943143812709,4.927621063837549
16,proxy_rejected_stratified_diverse,0.06578274128224121,0,1.0,0.062366945241156,0.062366945241156,1.0,1.0,0.0034157960410852095,1.0,0.5058528428093646,6.3247035243638035
16,random_final_population,0.06578274128224121,0,1.0,0.062366945241156,0.062366945241156,1.0,1.0,0.0034157960410852095,1.0,0.6580267558528428,5.35544461656498
17,action_diverse,1.1810328668412117e-14,1,0.0,0.0,0.0,0.0,1.0,1.1810328668412117e-14,1.0,0.5167224080267558,5.625046467274828
17,proxy_hard,1.1810328668412117e-14,1,0.0,0.0,0.0,0.0,1.0,1.1810328668412117e-14,1.0,0.9882943143812709,4.569114197666458
17,proxy_rejected_stratified_diverse,1.1810328668412117e-14,1,0.0,0.0,0.0,0.0,1.0,1.1810328668412117e-14,1.0,0.4945652173913043,6.362428667265366
17,random_final_population,1.1810328668412117e-14,1,0.0,0.0,0.0,0.0,1.0,1.1810328668412117e-14,1.0,0.5146321070234113,3.791846350221184
18,action_diverse,0.01763765567030844,1,0.0,0.0,0.0,0.0,1.0,0.022859037521696598,1.0,0.46948160535117056,5.013604124445649
18,proxy_hard,0.01763765567030844,1,0.0,0.0,0.0,0.0,1.0,0.021816904921069517,1.0,0.9882943143812709,4.533222907564424
18,proxy_rejected_stratified_diverse,0.01763765567030844,1,0.0,0.0,0.0017373012296435161,0.0,1.0,0.015900354440664923,1.0,0.5,5.17589984401619
18,random_final_population,0.01763765567030844,1,0.0,0.0,0.0017373012296435161,0.0,1.0,0.015900354440664923,1.0,0.45944816053511706,4.421429703017862
19,action_diverse,0.11891880012598152,0,0.0,0.0,0.004406540188444941,0.0,0.0,0.11451225993753658,1.0,0.25292642140468224,6.125631614684012
19,proxy_hard,0.11891880012598152,0,0.0,0.0,0.004446276349669417,0.0,0.0,0.1144725237763121,1.0,0.9882943143812709,4.655799896312249
19,proxy_rejected_stratified_diverse,0.11891880012598152,0,0.0,0.0,0.004038077257293174,0.0,0.0,0.11488072286868835,1.0,0.5091973244147158,7.234888876921277
19,random_final_population,0.11891880012598152,0,0.0,0.0,0.0028251915933193844,0.0,0.0,0.11609360853266214,1.0,0.375,5.529285791210634
20,action_diverse,0.16738751665212911,0,1.0,0.05950825638359447,0.05950825638359447,0.0,0.0,0.10787926026853464,1.0,0.6785117056856187,5.148596103301374
20,proxy_hard,0.16738751665212911,0,1.0,0.04054387968488071,0.04054387968488071,0.0,0.0,0.1268436369672484,1.0,0.9882943143812709,4.663718789278595
20,proxy_rejected_stratified_diverse,0.16738751665212911,0,1.0,0.05950825638359447,0.05950825638359447,0.0,0.0,0.10787926026853464,1.0,0.5079431438127091,5.293370138666206
20,random_final_population,0.16738751665212911,0,1.0,0.04537200596382754,0.04537200596382754,0.0,0.0,0.12201551068830158,1.0,0.3754180602006689,4.42234730753748
21,action_diverse,4.2476623230728494e-14,1,0.0,0.0,0.0,0.0,1.0,4.2476623230728494e-14,1.0,0.5196488294314381,6.572239870453934
21,proxy_hard,4.2476623230728494e-14,1,0.0,0.0,0.0,0.0,1.0,4.2476623230728494e-14,1.0,0.9882943143812709,5.613361255746177
21,proxy_rejected_stratified_diverse,4.2476623230728494e-14,1,0.0,0.0,0.0,0.0,1.0,4.2476623230728494e-14,1.0,0.5066889632107023,7.37339167873189
21,random_final_population,4.2476623230728494e-14,1,0.0,0.0,0.0,0.0,1.0,4.2476623230728494e-14,1.0,0.6475752508361203,4.92965503808303
22,action_diverse,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.548076923076923,6.734877877896802
22,proxy_hard,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9882943143812709,4.860666875792534
22,proxy_rejected_stratified_diverse,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4820234113712375,6.992734380753449
22,random_final_population,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.49958193979933113,4.949323292895173
23,action_diverse,0.03611903531026739,1,1.0,0.02167465473096574,0.02167465473096574,0.0,1.0,0.01444438057930165,1.0,0.617056856187291,6.7038133257479995
23,proxy_hard,0.03611903531026739,1,0.0,0.0,0.012779524893081446,0.0,1.0,0.023339510417185943,1.0,0.9882943143812709,5.439833864140963
23,proxy_rejected_stratified_diverse,0.03611903531026739,1,0.0,0.0,0.011854863059384123,0.0,1.0,0.024264172250883266,1.0,0.5062709030100334,6.817346069733584
23,random_final_population,0.03611903531026739,1,0.0,0.0,0.004619775016368267,0.0,1.0,0.03149926029389912,1.0,0.6321070234113713,5.331746546550606
24,action_diverse,0.21289218588335695,0,1.0,0.18004531673254526,0.18004531673254526,1.0,1.0,0.03284686915081171,1.0,0.5535117056856187,5.712330887455721
24,proxy_hard,0.21289218588335695,0,0.0,0.0,0.00019609840222781227,0.0,0.0,0.21269608748112914,1.0,0.9882943143812709,4.523948361008662
24,proxy_rejected_stratified_diverse,0.21289218588335695,0,0.0,0.0,0.0008175080412742564,0.0,0.0,0.2120746778420827,1.0,0.5104515050167224,6.099387338199666
24,random_final_population,0.21289218588335695,0,0.0,0.0,0.0005622372407513565,0.0,0.0,0.2123299486426056,1.0,0.40259197324414714,4.858428631139651
25,action_diverse,0.20126531000306036,0,1.0,0.03864993340439779,0.03864993340439779,0.0,0.0,0.16261537659866257,1.0,0.6153846153846154,7.304582900205155
25,proxy_hard,0.20126531000306036,0,1.0,0.09271634907753841,0.09271634907753841,0.0,0.0,0.10854896092552195,1.0,0.9882943143812709,5.799531378104706
