snapshot,arm,anchor_physical_distance_m,anchor_success,inversion_hit,best_corrective_advantage_m,best_any_advantage_m,any_success_gain,selected_success_any,best_selected_distance_m,proxy_rejected_fraction,mean_proxy_rank_fraction,mean_action_distance_from_anchor,mean_proxy_instability,mean_cem_disagreement
9,proxy_instability_diverse,3.173945923911765e-13,1,0.0,0.0,0.0,0.0,1.0,3.173945923911765e-13,1.0,0.39005016722408026,5.0952592757083925,0.3198352118554368,-0.2065217391304348
9,random_final_population,3.173945923911765e-13,1,0.0,0.0,0.0,0.0,1.0,3.173945923911765e-13,1.0,0.5836120401337793,4.095909093364736,0.16936471257974414,0.10576923076923075
10,action_diverse,0.007811940580631088,1,0.0,0.0,0.0,0.0,1.0,0.007811940580631088,1.0,0.5167224080267558,6.648221839647159,0.23610634544537054,-0.3177257525083612
10,cem_disagreement_diverse,0.007811940580631088,1,0.0,0.0,0.0,0.0,1.0,0.007811940580631088,1.0,0.8227424749163879,5.6511986308813995,0.17464486000027546,0.4581939799331104
10,proxy_instability_diverse,0.007811940580631088,1,0.0,0.0,0.0,0.0,1.0,0.007811940580631088,1.0,0.4364548494983278,6.011043224066365,0.33354130398560583,-0.3432274247491639
10,random_final_population,0.007811940580631088,1,0.0,0.0,0.0,0.0,1.0,0.007811940580631088,1.0,0.20735785953177258,5.515319755973648,0.24896000677891736,-0.31187290969899667
11,action_diverse,0.05975643490419155,0,1.0,0.0344385502159992,0.0344385502159992,1.0,1.0,0.025317884688192353,1.0,0.47491638795986624,5.90802167968245,0.2231469186120278,-0.2834448160535117
11,cem_disagreement_diverse,0.05975643490419155,0,1.0,0.03648100944899389,0.03648100944899389,1.0,1.0,0.023275425455197663,1.0,0.8674749163879598,5.078577275189982,0.1879013129098437,0.4197324414715719
11,proxy_instability_diverse,0.05975643490419155,0,1.0,0.028030836685127986,0.028030836685127986,1.0,1.0,0.03172559821906357,1.0,0.15217391304347827,5.555521646912464,0.4106826899950467,-0.4757525083612041
11,random_final_population,0.05975643490419155,0,1.0,0.03497041480182169,0.03497041480182169,1.0,1.0,0.02478602010236986,1.0,0.46112040133779264,5.069284346042576,0.2638720152718119,-0.13628762541806022
12,action_diverse,0.007919476861936735,1,0.0,0.0,0.0,0.0,1.0,0.007919476861936735,1.0,0.5117056856187291,5.503503746524755,0.26491458460439515,-0.16220735785953178
12,cem_disagreement_diverse,0.007919476861936735,1,0.0,0.0,0.0,0.0,1.0,0.007919476861936735,1.0,0.81061872909699,4.9558997615752425,0.23621471744335604,0.5221571906354515
12,proxy_instability_diverse,0.007919476861936735,1,0.0,0.0,0.0,0.0,1.0,0.007919476861936735,1.0,0.5426421404682275,5.52104364041935,0.37125904287948386,-0.10284280936454848
12,random_final_population,0.007919476861936735,1,0.0,0.0,0.0,0.0,1.0,0.007919476861936735,1.0,0.4201505016722408,4.317812329946971,0.27579732640438287,-0.022993311036789303
13,action_diverse,0.02323840750792694,1,0.0,0.0,0.0018943046487874989,0.0,1.0,0.02134410285913944,1.0,0.4665551839464883,9.580210877337318,0.24878816671975845,-0.09698996655518397
13,cem_disagreement_diverse,0.02323840750792694,1,0.0,0.0,0.009041016563087466,0.0,1.0,0.014197390944839473,1.0,0.7566889632107023,8.458014121576584,0.1565028867423788,0.47240802675585286
13,proxy_instability_diverse,0.02323840750792694,1,0.0,0.0,0.0,0.0,1.0,0.02735414596744728,1.0,0.23411371237458195,8.429869878313776,0.521428316142391,-0.31521739130434784
13,random_final_population,0.02323840750792694,1,0.0,0.0,0.0,0.0,1.0,0.03465406569160623,1.0,0.6095317725752508,6.931244358828482,0.30427327925822056,-0.05685618729096993
14,action_diverse,0.26496806077256657,0,0.0,0.0,0.012063041767699512,0.0,0.0,0.25290501900486706,1.0,0.5785953177257526,5.583563720781614,0.010082205355295639,-0.14381270903010032
14,cem_disagreement_diverse,0.26496806077256657,0,1.0,0.03475483555722003,0.03475483555722003,0.0,0.0,0.23021322521534654,1.0,0.8030936454849498,5.041024493980469,0.013755620365492577,0.35827759197324416
