snapshot,iter,branch,n_candidates,n_elite,noise_hash,identical_to_other_branch,pre_mean_l2,pre_var_mean,post_mean_l2,post_var_mean,best_task_distance_m,best_shaped_cost,selected_task_distance_m,selected_shaped_cost,selection_regret_m,mean_task_distance_m,median_task_distance_m,latent_physical_spearman,latent_task_spearman,latent_top10pct_recall_physical,latent_top10pct_recall_task,n_success,success_any
4,0,latent,300,30,dd4a6cae5da7dae3,1,0.0,1.0,2.2392438648147337,0.9904688744276398,0.16938236815280128,0.17272958875384287,0.20063363188819838,0.21096857102252964,0.03823898226868677,0.2581832690999624,0.2601044416914589,-0.21390904343381592,-0.33015804855410286,0.1,0.13333333333333333,0,0
4,0,physical,300,30,dd4a6cae5da7dae3,1,0.0,1.0,2.1240645095131216,0.9668734818738272,0.16938236815280128,0.17272958875384287,0.16938236815280128,0.17272958875384287,0.0,0.2581832690999624,0.2601044416914589,-0.21390904343381592,-0.33015804855410286,0.1,0.13333333333333333,0,0
4,1,latent,300,30,769772b001c91eaf,0,2.2392438648147337,0.9904688744276398,3.1975396627861117,0.9735547446752716,0.19528084604353932,0.19564901022307957,0.39592714769307824,0.5587275531718707,0.36307854294879116,0.2604943839020758,0.26063118242468974,-0.3388726541406015,-0.43468591026930037,0.0,0.0,0,0
4,1,physical,300,30,769772b001c91eaf,0,2.1240645095131216,0.9668734818738272,3.3584584582394954,0.9178539366876143,0.17640319344680153,0.18207694670302843,0.17903095053600698,0.18207694670302843,0.0,0.251058254734997,0.25795590676212354,-0.009348992766586293,-0.060474826009265965,0.23333333333333334,0.26666666666666666,0,0
4,2,latent,300,30,08ff6f5517fa65d2,0,3.1975396627861117,0.9735547446752716,4.417955686471591,0.9386185774842674,0.17613445706287423,0.17969660678826943,0.2620746462896776,0.3313028929873465,0.15160628619907707,0.2640983310928532,0.26357107935015067,-0.5554941721574684,-0.4176077881085804,0.0,0.0,0,0
4,2,physical,300,30,08ff6f5517fa65d2,0,3.3584584582394954,0.9178539366876143,4.610789517892257,0.8812326348636077,0.0763616606309679,0.08025124212777804,0.0763616606309679,0.08025124212777804,0.0,0.22789110821705388,0.23421920021021614,0.46919232435915953,0.44429604773386366,0.6,0.6,0,0
4,3,latent,300,30,f9c9e1a53c1d9bf0,0,4.417955686471591,0.9386185774842674,5.66890296921252,0.9136159184043795,0.2327443126893427,0.24783766113412684,0.2614341419780696,0.34287434261204974,0.09503668147792291,0.2642038317798612,0.2627956670534173,-0.3968399648884987,-0.13743128228972248,0.0,0.03333333333333333,0,0
4,3,physical,300,30,f9c9e1a53c1d9bf0,0,4.610789517892257,0.8812326348636077,5.818380117871211,0.8344857019243379,0.06395973721610629,0.0664308772865186,0.06396474970342797,0.0664308772865186,0.0,0.1837186611394346,0.17574079423905237,0.7575893065478505,0.7548746097178857,0.5333333333333333,0.5,0,0
4,4,latent,300,30,20575bf6f96495d6,0,5.66890296921252,0.9136159184043795,6.606221800587645,0.8699852149228265,0.25629464031455296,0.2661951941540363,0.26067182346600276,0.34690996998409285,0.08071477583005654,0.26387439772956855,0.2616318743219474,-0.31156212846809406,-0.005307064978266431,0.0,0.1,0,0
4,4,physical,300,30,20575bf6f96495d6,0,5.818380117871211,0.8344857019243379,7.061115963099445,0.8180012113353854,0.02533214475178829,0.03253595700905951,0.02533214475178829,0.03253595700905951,0.0,0.13200634623807697,0.11576941370825927,0.8162650696118845,0.8281229791442127,0.5333333333333333,0.5333333333333333,5,1
4,5,latent,300,30,e03e194d94edaa6c,0,6.606221800587645,0.8699852149228265,6.835724832313103,0.8177876645550037,0.257524150987672,0.28617051751112405,0.26171935514997224,0.3463347532694054,0.06016423575828134,0.2621005320484669,0.26067182346600276,0.020889120990233222,0.021641968322219624,0.03333333333333333,0.13333333333333333,0,0
4,5,physical,300,30,e03e194d94edaa6c,0,7.061115963099445,0.8180012113353854,8.210155999729597,0.7746130254742746,0.012023108551390565,0.01486174988538234,0.013784841151778937,0.01486174988538234,0.0,0.0846349014440217,0.06660561888145938,0.8005302281136456,0.8055942843809376,0.5333333333333333,0.5666666666666667,46,1
4,6,latent,300,30,47edf477f3f0e796,0,6.835724832313103,0.8177876645550037,7.236479781564138,0.7808801249434592,0.25708200093719263,0.31142901896137287,0.2609952441891944,0.34563790250760557,0.03420888354623269,0.26174173949968593,0.26067182346600276,0.08746008288980987,0.048862448801064336,0.1,0.1,0,0
4,6,physical,300,30,47edf477f3f0e796,0,8.210155999729597,0.7746130254742746,8.60983616660677,0.7219865519668321,0.010048851446915833,0.011742404937602056,0.010048851446915833,0.011742404937602056,0.0,0.052525655877682834,0.03820426220886072,0.7220729119212436,0.7334241491572128,0.3,0.3,164,1
4,7,latent,300,30,c0d436d0b7c38d5b,0,7.236479781564138,0.7808801249434592,7.672298774886864,0.7359335232327372,0.2571965919791073,0.3148333300353747,0.26067182346600276,0.3474515986778792,0.0326182686425045,0.2612859486341834,0.26067182346600276,-0.0677287525416949,-0.004356898676731226,0.0,0.2,0,0
4,7,physical,300,30,c0d436d0b7c38d5b,0,8.60983616660677,0.7219865519668321,8.90758591451974,0.6934027699889518,0.005349790591091797,0.009037057824825074,0.005349790591091797,0.009037057824825074,0.0,0.04982676474582288,0.0384383955622658,0.6703550039444883,0.6826511405682284,0.3,0.36666666666666664,168,1
4,8,latent,300,30,3e3238cb33593908,0,7.672298774886864,0.7359335232327372,7.899328263475588,0.7081676724296011,0.25617795834172497,0.3187843292773139,0.26067182346600276,0.3501651597530522,0.03138083047573825,0.26091856832215354,0.26067182346600276,-0.058525094723274704,-0.14003456431981023,0.0,0.0,0,0
4,8,physical,300,30,3e3238cb33593908,0,8.90758591451974,0.6934027699889518,8.985293264854702,0.6678829198737813,0.00671252253227377,0.008167167955195316,0.00671252253227377,0.008167167955195316,0.0,0.0454343966071449,0.037384433706480855,0.6838178201980022,0.6945983844264936,0.16666666666666666,0.16666666666666666,180,1
4,9,latent,300,30,2c321e8c81a4a4c1,0,7.899328263475588,0.7081676724296011,8.219544577783786,0.6709936037940163,0.25771143961874154,0.32824575713092874,0.26067182346600276,0.3827900919741602,0.05454433484323146,0.2611722063577133,0.26067182346600276,0.12253380593117702,0.11726002989724907,0.06666666666666667,0.13333333333333333,0,0
4,9,physical,300,30,2c321e8c81a4a4c1,0,8.985293264854702,0.6678829198737813,9.158184714611163,0.6422928272270276,0.0059698015394323185,0.009395526068857317,0.00822800913532392,0.009395526068857317,0.0,0.04315923014297456,0.03572403983432383,0.7173213035700395,0.7222791364348492,0.2,0.26666666666666666,203,1
4,10,latent,300,30,487d1cd1e616e7bd,0,8.219544577783786,0.6709936037940163,8.319752401392302,0.6301315354754081,0.25640996346506434,0.3208565076851674,0.26067182346600276,0.3621820449363943,0.041325537251226896,0.260734606502573,0.26067182346600276,-0.05701263347370526,-0.13807281620914413,0.06666666666666667,0.03333333333333333,0,0
4,10,physical,300,30,487d1cd1e616e7bd,0,9.158184714611163,0.6422928272270276,9.141459973710418,0.6187022349886562,0.004778864715539987,0.008449777532680332,0.00593435677064127,0.008449777532680332,0.0,0.04209165437780736,0.03552617750184962,0.7374859720663562,0.7540261558461759,0.23333333333333334,0.26666666666666666,205,1
4,11,latent,300,30,caf49cd764eea2ac,0,8.319752401392302,0.6301315354754081,8.169826083829967,0.5914454206408474,0.258053340886258,0.3270499527722993,0.26067182346600276,0.38263466740939467,0.055584714637095356,0.2606915530999326,0.26067182346600276,0.09088189868776318,-0.07084106140316511,0.2,0.06666666666666667,0,0
4,11,physical,300,30,caf49cd764eea2ac,0,9.141459973710418,0.6187022349886562,9.390716113263423,0.5973124981385854,0.004684569370535599,0.0066975763316215586,0.004684569370535599,0.0066975763316215586,0.0,0.0378255763851994,0.032916516981570096,0.6234380382004244,0.6475876398626651,0.23333333333333334,0.23333333333333334,227,1
4,12,latent,300,30,46703767b177996e,0,8.169826083829967,0.5914454206408474,8.131809289897465,0.5742602034471993,0.2587698104066615,0.2851803649562941,0.26067182346600276,0.40439703526024634,0.11921667030395222,0.26086800566708457,0.26067182346600276,-0.004396493294369937,0.05257228080046,0.1,0.06666666666666667,0,0
4,12,physical,300,30,46703767b177996e,0,9.390716113263423,0.5973124981385854,9.569607606281487,0.5792739453924066,0.003678853317387205,0.00753331983538225,0.004879679512240813,0.00753331983538225,0.0,0.038874287161044,0.03275907556176316,0.6509121212457916,0.6325648062756253,0.4,0.3333333333333333,235,1
4,13,latent,300,30,d5116be19afaf031,0,8.131809289897465,0.5742602034471993,8.346279074224578,0.57184589846516,0.25815928968164314,0.29567191753223343,0.26067182346600276,0.35434567175381937,0.05867375422158594,0.26110850759378323,0.26067182346600276,-0.05886909854553939,0.054134777246293606,0.03333333333333333,0.13333333333333333,0,0
4,13,physical,300,30,d5116be19afaf031,0,9.569607606281487,0.5792739453924066,9.613512241695298,0.5555719753850256,0.007781449403209223,0.011375599829751913,0.009257021194152837,0.011375599829751913,0.0,0.034907734947009356,0.03204443738261538,0.576791742130468,0.5701627795864398,0.16666666666666666,0.16666666666666666,237,1
4,14,latent,300,30,aa003f7b61afae3b,0,8.346279074224578,0.57184589846516,8.526284869707425,0.5510448189598278,0.257901579437904,0.2927990026384063,0.26067182346600276,0.38092676612147086,0.08812776348306456,0.2609242073319987,0.26067182346600276,-0.017704641162679582,0.03591065286361981,0.03333333333333333,0.06666666666666667,0,0
4,14,physical,300,30,aa003f7b61afae3b,0,9.613512241695298,0.5555719753850256,9.64457816819498,0.5400467109872096,0.003938371945250681,0.005854029412440549,0.004098894161164446,0.005854029412440549,0.0,0.03843746416152388,0.031010803662603198,0.621729574773053,0.6472587473194147,0.23333333333333334,0.2,241,1
4,15,latent,300,30,499c0cb37de747f7,0,8.526284869707425,0.5510448189598278,8.849935573418946,0.5388145424946148,0.2564274399854297,0.33061782595148337,0.26067182346600276,0.35098809798935593,0.02037027203787256,0.26065226419006177,0.26067182346600276,0.029414549050545007,-0.002147448699413749,0.06666666666666667,0.13333333333333333,0,0
4,15,physical,300,30,499c0cb37de747f7,0,9.64457816819498,0.5400467109872096,9.648061288173936,0.5294336656332591,0.0016879932524779763,0.004964617004382616,0.0016879932524779763,0.004964617004382616,0.0,0.03244335036515588,0.030754771887162365,0.47894309936777074,0.5044518272425249,0.2,0.23333333333333334,264,1
4,16,latent,300,30,300a3b8a59396617,0,8.849935573418946,0.5388145424946148,8.984362757319804,0.522746552918997,0.2595468073197582,0.3252427192727272,0.26067182346600276,0.38148383795692853,0.05624111868420134,0.2607086005854667,0.26067182346600276,-0.011346348292758808,0.02520287056040972,0.1,0.1,0,0
4,16,physical,300,30,300a3b8a59396617,0,9.648061288173936,0.5294336656332591,9.842212664742263,0.51171452417568,0.005621801164358325,0.009350189876768895,0.008014184769822807,0.009350189876768895,0.0,0.03377688263720991,0.02983051494429656,0.5490465449616106,0.5564057378415315,0.3333333333333333,0.36666666666666664,256,1
4,17,latent,300,30,965c440dba385f72,0,8.984362757319804,0.522746552918997,9.305325425392159,0.5110120963710628,0.2592030399405234,0.33122439444001367,0.26067182346600276,0.3830293435058453,0.05180494906583161,0.2607680379564324,0.26067182346600276,-0.00325736952632807,-0.016164101748079803,0.03333333333333333,0.06666666666666667,0,0
4,17,physical,300,30,965c440dba385f72,0,9.842212664742263,0.51171452417568,9.742842967226135,0.49669542004273054,0.006478344674294978,0.008396341540481309,0.0065858297018752746,0.008396341540481309,0.0,0.03179854450614852,0.03128619705625972,0.36373781930910337,0.4045547172746363,0.2,0.2,268,1
4,18,latent,300,30,b02d86667b000319,0,9.305325425392159,0.5110120963710628,9.599461615920973,0.5003307070080618,0.2582087639085084,0.33743512620140703,0.26067182346600276,0.38304079152324344,0.04560566532183641,0.2606764249560707,0.26067182346600276,-0.01669885220946899,-0.07060382792348087,0.1,0.06666666666666667,0,0
4,18,physical,300,30,b02d86667b000319,0,9.742842967226135,0.49669542004273054,9.588074157977038,0.4656739653878898,0.0018896910194161605,0.0027303346293868847,0.0018896910194161605,0.0027303346293868847,0.0,0.028322998457234155,0.02834454485995118,0.45474994166601845,0.4859489549883888,0.16666666666666666,0.16666666666666666,273,1
4,19,latent,300,30,a111ed31353b36be,0,9.599461615920973,0.5003307070080618,9.759827685302177,0.475600232458621,0.2590351845156692,0.3378365879733538,0.26067182346600276,0.3853729126982389,0.047536324724885115,0.26066636800283494,0.26067182346600276,-0.02158379537550417,0.02771304733851015,0.06666666666666667,0.06666666666666667,0,0
4,19,physical,300,30,a111ed31353b36be,0,9.588074157977038,0.4656739653878898,9.553853955182447,0.43628356917043826,0.0020828352691991603,0.0038489084987498394,0.0020828352691991603,0.0038489084987498394,0.0,0.027935810266936076,0.0281518704091719,0.5095825509172324,0.510475894176602,0.03333333333333333,0.0,275,1
4,20,latent,300,30,30ccea3630d05c85,0,9.759827685302177,0.475600232458621,9.954320533439326,0.4620587402231418,0.25903886560180456,0.350772806738967,0.26067182346600276,0.3836013120603943,0.03282850532142728,0.2606663802731221,0.26067182346600276,-0.05793531039233769,-0.0971626117530898,0.06666666666666667,0.13333333333333333,0,0
4,20,physical,300,30,30ccea3630d05c85,0,9.553853955182447,0.43628356917043826,9.573367803123562,0.4114672488330928,0.0038869143762295167,0.005759135333314359,0.0038869143762295167,0.005759135333314359,0.0,0.02649665691842252,0.027610654342561568,0.5154892832142579,0.5323099145546061,0.2,0.16666666666666666,291,1
4,21,latent,300,30,c1707cf6c48e39ea,0,9.954320533439326,0.4620587402231418,10.03960401651545,0.4379790370257027,0.26067182346600276,0.34970792064318185,0.26067182346600276,0.38155650395371243,0.03184858331053059,0.26067182346600276,0.26067182346600276,-0.04476449738330425,nan,0.0,0.23333333333333334,0,0
4,21,physical,300,30,c1707cf6c48e39ea,0,9.573367803123562,0.4114672488330928,9.671829364475329,0.3779742281777384,0.0022604412146337727,0.0036822474607450945,0.0022604412146337727,0.0036822474607450945,0.0,0.02537364456186218,0.02518413009340443,0.4372977477527528,0.44082267580750895,0.1,0.1,285,1
4,22,latent,300,30,c95bad1966853116,0,10.03960401651545,0.4379790370257027,10.114647720698265,0.41586706618148545,0.25880925351201034,0.35923175598086954,0.26067182346600276,0.402949474304935,0.04371771832406546,0.2606656148994894,0.26067182346600276,0.028865654062822915,-0.06778010373153688,0.0,0.13333333333333333,0,0
4,22,physical,300,30,c95bad1966853116,0,9.671829364475329,0.3779742281777384,9.847299478658757,0.3590397282837418,0.0013444628572850288,0.0029551753209057655,0.0013444628572850288,0.0029551753209057655,0.0,0.022839965672798578,0.022111556433931638,0.497315747952755,0.48816897965532946,0.06666666666666667,0.06666666666666667,292,1
4,23,latent,300,30,37c5faad781854c3,0,10.114647720698265,0.41586706618148545,10.173327081419343,0.40935099831113236,0.258090993646735,0.35987697281693476,0.26067182346600276,0.3978818484844746,0.03800487566753985,0.2606491295831814,0.26067182346600276,-0.02801097789975444,-0.14856888405454047,0.0,0.06666666666666667,0,0
4,23,physical,300,30,37c5faad781854c3,0,9.847299478658757,0.3590397282837418,9.832245969885529,0.3447617929670565,0.0016271667437658816,0.003477790770505561,0.0022275878569241988,0.003477790770505561,0.0,0.02253938653840533,0.02215742564913853,0.33593484372048577,0.34687363192924364,0.03333333333333333,0.03333333333333333,298,1
4,24,latent,300,30,2b3f32e3d3633a82,0,10.173327081419343,0.40935099831113236,10.370809320585915,0.3851679358569471,0.26067182346600276,0.36542122017958234,0.26067182346600276,0.3953788971753047,0.029957676995722382,0.26067182346600276,0.26067182346600276,0.09312103467816309,nan,0.0,0.1,0,0
4,24,physical,300,30,2b3f32e3d3633a82,0,9.832245969885529,0.3447617929670565,9.819932938512865,0.32506270852207003,0.0016505316605152625,0.003020631633874004,0.0016505316605152625,0.003020631633874004,0.0,0.020309602506167732,0.01812290648469503,0.47459771775241943,0.47787775419726886,0.1,0.03333333333333333,300,1
4,25,latent,300,30,d58d101ed876079b,0,10.370809320585915,0.3851679358569471,10.278852022724733,0.3685997007471734,0.26028236722904347,0.3578787927634266,0.26067182346600276,0.3958298157900325,0.03795102302660591,0.26067052527854623,0.26067182346600276,0.08896187735419282,-0.09248812184057002,0.1,0.16666666666666666,0,0
4,25,physical,300,30,d58d101ed876079b,0,9.819932938512865,0.32506270852207003,9.965759140131718,0.3066339425723923,0.0015081513230584475,0.002976467948394493,0.0015081513230584475,0.002976467948394493,0.0,0.02008494882047172,0.01848606506876507,0.5192844364937388,0.5148981655351726,0.0,0.0,300,1
4,26,latent,300,30,b77f243e5b2fb678,0,10.278852022724733,0.3685997007471734,10.336530589015686,0.3523747223617242,0.26067182346600276,0.3673708076726804,0.26067182346600276,0.3815371751124248,0.01416636743974442,0.26067182346600276,0.26067182346600276,0.02726741408237869,nan,0.1,0.13333333333333333,0,0
4,26,physical,300,30,b77f243e5b2fb678,0,9.965759140131718,0.3066339425723923,9.902252056993587,0.28859728306493587,0.0011866067907483752,0.002157094894626759,0.0011866067907483752,0.002157094894626759,0.0,0.01860273577530622,0.016251707043985764,0.4770737452638362,0.4773266369626329,0.03333333333333333,0.06666666666666667,300,1
4,27,latent,300,30,e2767ba079bd8a51,0,10.336530589015686,0.3523747223617242,10.46452644725414,0.3394842351530124,0.26067182346600276,0.3648890309910685,0.26067182346600276,0.3991647738833668,0.03427574289229829,0.26067182346600276,0.26067182346600276,-0.04152712807920088,nan,0.03333333333333333,0.16666666666666666,0,0
4,27,physical,300,30,e2767ba079bd8a51,0,9.902252056993587,0.28859728306493587,9.939871232192342,0.26784911329873345,0.0016253109087064866,0.002962554405759422,0.0016253109087064866,0.002962554405759422,0.0,0.016801266761140535,0.013949878740151175,0.43219191324348044,0.4357808420093557,0.0,0.0,300,1
4,28,latent,300,30,78b41faaa19d1a70,0,10.46452644725414,0.3394842351530124,10.479161634799599,0.3155723542691188,0.26067182346600276,0.3676030102807895,0.26067182346600276,0.40501047105834853,0.03740746077755902,0.26067182346600276,0.26067182346600276,0.07678663096256624,nan,0.06666666666666667,0.1,0,0
4,28,physical,300,30,78b41faaa19d1a70,0,9.939871232192342,0.26784911329873345,10.008518050110016,0.2581983700839641,0.0018726909822252373,0.002596361710639701,0.0018726909822252373,0.002596361710639701,0.0,0.016028443946929146,0.01316190196753458,0.49191791019900216,0.5022469138545983,0.0,0.0,300,1
