snapshot,iter,branch,n_candidates,n_elite,noise_hash,identical_to_other_branch,pre_mean_l2,pre_var_mean,post_mean_l2,post_var_mean,best_task_distance_m,best_shaped_cost,selected_task_distance_m,selected_shaped_cost,selection_regret_m,mean_task_distance_m,median_task_distance_m,latent_physical_spearman,latent_task_spearman,latent_top10pct_recall_physical,latent_top10pct_recall_task,n_success,success_any
31,0,latent,300,30,b19d579462f3ea53,1,0.0,1.0,2.3152305711520564,0.970986963632649,0.004323827255031155,0.0388522674689329,0.03042366918859742,0.0388522674689329,0.0,0.06022735881530147,0.058442086908237566,0.562405804508939,0.4141406015622396,0.5,0.43333333333333335,114,1
31,0,physical,300,30,b19d579462f3ea53,1,0.0,1.0,2.4107129386206148,0.9614564493638518,0.004323827255031155,0.0388522674689329,0.03042366918859742,0.0388522674689329,0.0,0.06022735881530147,0.058442086908237566,0.562405804508939,0.4141406015622396,0.5,0.43333333333333335,114,1
31,1,latent,300,30,a1ceb80b5bdf0451,0,2.3152305711520564,0.970986963632649,3.6316644389907724,0.9235403075474096,0.007349814454161457,0.036100020056645116,0.03704244541975472,0.0420524039719658,0.005952383915320686,0.04781602289828667,0.038327274064847,0.6474623051367236,0.5070776341959355,0.6333333333333333,0.13333333333333333,165,1
31,1,physical,300,30,a1ceb80b5bdf0451,0,2.4107129386206148,0.9614564493638518,3.7783509528540002,0.9191854298720952,0.004461715894869995,0.03000740018288705,0.027982369406569164,0.03000740018288705,0.0,0.04743441154092428,0.0386749199215983,0.6757008411204568,0.5426331403682263,0.5333333333333333,0.2,171,1
31,2,latent,300,30,9ba03247ac302fde,0,3.6316644389907724,0.9235403075474096,4.324811645924901,0.864767962077372,0.004938290473517172,0.027507592814364993,0.03753487420138028,0.04988288161521574,0.02237528880085075,0.0425608724129955,0.03720180401485425,0.7860162890698784,0.4314816831298125,0.3333333333333333,0.0,220,1
31,2,physical,300,30,9ba03247ac302fde,0,3.7783509528540002,0.9191854298720952,4.683926393551344,0.8885272073516333,0.009997197066892031,0.023745660115941966,0.014292633905652294,0.023745660115941966,0.0,0.03909927449688368,0.035473458739009936,0.7600182224246936,0.5072505250058333,0.4666666666666667,0.13333333333333333,246,1
31,3,latent,300,30,e0ab20e993aa8914,0,4.324811645924901,0.864767962077372,5.273434416976155,0.8247648247943061,0.006523365131461573,0.01929541675545255,0.01742016817747494,0.01929541675545255,0.0,0.0372334269900022,0.03569529539368166,0.720325781397571,0.3710596784408715,0.3333333333333333,0.06666666666666667,255,1
31,3,physical,300,30,e0ab20e993aa8914,0,4.683926393551344,0.8885272073516333,5.249940328147036,0.8705817097752155,0.006348162462649977,0.02253200615320408,0.010402490536596521,0.02253200615320408,0.0,0.03810738851568905,0.03584694386957619,0.6478067534083711,0.49282547583862046,0.3333333333333333,0.16666666666666666,262,1
31,4,latent,300,30,f8170a07d01d46f2,0,5.273434416976155,0.8247648247943061,5.740209840749347,0.806527070492802,0.007803496607671042,0.021200553745979518,0.022030595431396547,0.02382173844874786,0.002621184702768342,0.03639892047307584,0.0353156556092786,0.6537863754041711,0.2917676863076256,0.43333333333333335,0.2,272,1
31,4,physical,300,30,f8170a07d01d46f2,0,5.249940328147036,0.8705817097752155,6.024472264066401,0.85044249347555,0.015406110809688393,0.022718703052448014,0.02083734496193887,0.022718703052448014,0.0,0.037290621299268786,0.03493214332734591,0.6133997044411604,0.498250869454105,0.3,0.23333333333333334,269,1
