modality,seed,r2,mae,best_validation_mse_standardized,epochs_ran
raw_pixels,0,-0.015571832656860352,0.7544859647750854,0.8411429524421692,2
frozen_dinov2,0,-0.023447871208190918,0.7571800947189331,0.8384117484092712,2
frozen_raft,0,0.1638985276222229,0.6696773767471313,0.6757123470306396,2
pixel_centroid,0,-0.24511969089508057,0.8365468978881836,0.9844182729721069,2
