group,n,median_cm,mean_cm,p90_cm,frac_within_push_5cm,frac_within_pick_7cm
ALL,1368,6.428766250610352,6.710353493690491,10.271693766117096,0.2711988304093567,0.5964912280701754
free_space,456,6.676024943590164,7.173130661249161,11.8028923869133,0.27631578947368424,0.5548245614035088
pre_grasp,547,6.221254542469978,6.351840496063232,9.260286390781403,0.2870201096892139,0.6416819012797075
contact_manipulation,365,6.4935460686683655,6.669478863477707,9.935837239027023,0.2410958904109589,0.5808219178082191
