task,arm,seed,success,steps,final_state_dist,ee_dist,state_dist_success,expert_success_step,minutes
mw-reach,l2,10000,0,100,0.8900927405185975,0.6312747566608562,0,56,5.69
mw-reach,hdyn,10000,0,100,0.7659316548445104,0.5432447748165674,0,56,5.7
mw-reach,l2,10001,1,100,0.015358185929341538,0.010447379765911128,1,38,5.69
mw-reach,hdyn,10001,1,100,0.05254517800876588,0.035050907485125606,1,38,5.7
