dataset,task,model,strategy,regime,n_transitions,n_effect,effect_threshold,cra_top1,cra_top1_lo,cra_top1_hi,cra_top1_eff,cra_top1_eff_lo,cra_top1_eff_hi,cra_mrr,cra_mrr_lo,cra_mrr_hi,aug,aug_lo,aug_hi,ecs,ecs_lo,ecs_hi,status
pusht,all,jepa_wm_pusht,random,free_space,491,245,164.80706787109375,0.9796334012219959,0.9683534904123324,0.9898389381621089,0.9673469387755103,0.943960756820385,0.9882823899562256,0.9870332655347049,0.9791302907187587,0.9939823506889585,0.27110432530705897,0.25051018694850635,0.29532215320542327,0.3488006600463877,0.31465791983735114,0.38542089905551913,ok
pusht,all,jepa_wm_pusht,opposite,free_space,491,245,164.80706787109375,0.9796334012219959,0.9637009872080089,0.9927545493583095,0.9918367346938776,0.9777651515151515,1.0,0.987610319117179,0.9782650340614345,0.9954835961036806,0.28146618417257446,0.26038268188131636,0.3052004631695565,0.3395490487163164,0.31357164078474065,0.36670403085717174,ok
pusht,all,jepa_wm_pusht,hard_nn,free_space,491,245,164.80706787109375,0.6629327902240326,0.6103864203482108,0.7169142656345404,0.6591836734693878,0.5889305605461732,0.7326737390991639,0.8153961809947632,0.7862294441228128,0.8450570108647918,0.27487072457849615,0.25497808037262437,0.29396764250259083,0.33580005612908576,0.30525835710817406,0.36443326185082214,ok
pusht,all,dino_wm_pusht,random,free_space,491,245,165.615234375,0.9959266802443992,0.9895172691718197,1.0,1.0,1.0,1.0,0.9970648137059692,0.9919139140181539,1.0,0.30576272684769695,0.28483925696031065,0.3253055274033095,0.3915565835121943,0.3711245281583231,0.4151550368394023,ok
pusht,all,dino_wm_pusht,opposite,free_space,491,245,165.615234375,0.9959266802443992,0.9897081754684399,1.0,1.0,1.0,1.0,0.9970648137059692,0.9919275259041208,1.0,0.31285286316925054,0.29216405321904165,0.33498435090574497,0.4022743321042888,0.3817178946649307,0.42339466004336307,ok
pusht,all,dino_wm_pusht,hard_nn,free_space,491,245,165.615234375,0.7036659877800407,0.6669840494791667,0.7357607438403116,0.6979591836734694,0.656120081291706,0.7358490566037735,0.8061176675339581,0.7833421087028425,0.828421200083714,0.3094595460991267,0.2894153916303234,0.33120228408066915,0.3878906153066426,0.35950565631043346,0.41469687248466575,ok
