dataset,model,regime,horizon,n_planned,max_planning_transitions,cem_num_samples,cem_iterations,cem_num_elites,action_error,action_error_lo,action_error_hi,cra_eff,cra_eff_lo,cra_eff_hi,action_score,d_ref_p95
droid,dino_wm_droid,pre_grasp,1,40,40,64,15,10,1.0786816248670221,0.9484640264005448,1.213786543050054,0.0875,0.0125,0.1794871794871795,0.6371855767584185,2.973094661533832
droid,dino_wm_droid,gripper_actuation,1,18,40,64,15,10,1.0779299955401156,0.9840116115907828,1.171314701748391,0.0,0.0,0.0,0.6374383871840774,2.973094661533832
droid,dino_wm_droid,contact_manipulation,1,40,40,64,15,10,1.1729321854189039,1.0782443694101256,1.268776573422365,0.0,0.0,0.0,0.6054844130614452,2.973094661533832
droid,dino_wm_droid,pre_grasp,3,40,40,64,15,10,1.6276072200387717,1.4582903458967673,1.799158388634723,0.0,0.0,0.0,0.4525545247190069,2.973094661533832
droid,dino_wm_droid,gripper_actuation,3,22,40,64,15,10,2.257527935572646,1.9569691743701696,2.595646346848724,0.045454545454545456,0.0,0.15,0.2406807745542895,2.973094661533832
droid,dino_wm_droid,contact_manipulation,3,40,40,64,15,10,1.6649773697368802,1.4066961242425804,1.954684185403963,0.075,0.012195121951219513,0.15789473684210525,0.43998507976267687,2.973094661533832
