dataset,task,model,regime,n_transitions,n_boundary,boundary_threshold,mean_boundary_score,bb,bb_lo,bb_hi,bb_boundary,bb_boundary_lo,bb_boundary_hi,status
metaworld,mw-assembly,dino_wm_metaworld,contact_manipulation,341,86,0.004691420355811715,0.0038574954960495234,0.044733482407436555,0.027279398633628216,0.06825727173907657,0.10625631700120773,0.0615056648423991,0.16430397174061395,ok
metaworld,mw-assembly,dino_wm_metaworld,free_space,200,6,0.004691420355811715,0.0032802859786897898,0.00414369550994005,0.0,0.011783020407412465,0.13812318366466833,0.13812318366466833,0.13812318366466833,ok
metaworld,mw-assembly,dino_wm_metaworld,pre_grasp,599,21,0.004691420355811715,0.0032392474822700024,0.1028198970133456,0.06552421052197517,0.14644109793318047,0.5567819890207261,0.12062003145620731,0.8674767470142815,ok
metaworld,mw-button-press,dino_wm_metaworld,contact_manipulation,106,38,0.004691420355811715,0.004405501764267683,0.5688811629785977,0.4848503002925985,0.6718416162945038,0.7700519903016739,0.6431945912414002,0.8969337098728797,ok
metaworld,mw-button-press,dino_wm_metaworld,free_space,334,72,0.004691420355811715,0.0040998635813593864,0.06018079549681576,0.02942287430701223,0.09737522124637579,0.12261885552416515,0.07858609990221194,0.16927577807933974,ok
metaworld,mw-button-press,dino_wm_metaworld,pre_grasp,700,47,0.004691420355811715,0.003575771115720272,0.9408239964561577,0.8365303432953898,1.03933528666172,1.1675567197266787,0.9342146379496793,1.382089458038884,ok
metaworld,mw-door-close,dino_wm_metaworld,contact_manipulation,315,266,0.004691420355811715,0.0074560679495334625,2.4913612048204254,2.4073563577479193,2.57350260207909,2.8529838226185267,2.781618384368582,2.926067309913964,ok
metaworld,mw-door-close,dino_wm_metaworld,free_space,825,466,0.004691420355811715,0.005916253197938204,1.8696291641938898,1.7226426777717427,2.038597684966243,2.82772584067189,2.694698164673106,2.9951026236855087,ok
metaworld,mw-door-open,dino_wm_metaworld,contact_manipulation,531,455,0.004691420355811715,0.006069275550544262,0.5435453647475832,0.4606129515191985,0.6246635971765728,0.5594169426037255,0.4642589254094991,0.6520485488004483,ok
metaworld,mw-door-open,dino_wm_metaworld,free_space,346,187,0.004691420355811715,0.005021813791245222,0.2735902434603514,0.19318458146926865,0.36943291299082337,0.3986089586445373,0.26126245538148485,0.5814688327048173,ok
metaworld,mw-door-open,dino_wm_metaworld,pre_grasp,263,220,0.004691420355811715,0.006454816088080406,1.9066830473463368,1.572444864251203,2.2015725090168266,2.1573710452440364,1.8002116347508081,2.5081364790586718,ok
metaworld,mw-drawer-close,dino_wm_metaworld,contact_manipulation,187,41,0.004691420355811715,0.004239147063344717,0.42505914136525286,0.38806766807119575,0.46488494008096704,0.6594023355019427,0.5695443657212962,0.7438859059535354,ok
metaworld,mw-drawer-close,dino_wm_metaworld,pre_grasp,904,263,0.004691420355811715,0.003906370140612125,1.0867911405066948,0.9584170683871608,1.2132895127770391,1.7373679935744872,1.6019682008281264,1.832491305980537,ok
metaworld,mw-hammer,dino_wm_metaworld,contact_manipulation,513,11,0.004691420355811715,0.0034999572671949863,0.01135412707340119,0.006201804424519413,0.01799746393071576,0.05454000975251385,0.0,0.1511380774359634,ok
