dataset,task,model,regime,n_transitions,n_boundary,boundary_threshold,mean_boundary_score,bb,bb_lo,bb_hi,bb_boundary,bb_boundary_lo,bb_boundary_hi,status
metaworld,mw-assembly,jepa_wm_metaworld,contact_manipulation,341,89,0.0047195833176374435,0.003944283816963434,0.0630188428848625,0.04377389365111973,0.08649930344343765,0.1646593218103359,0.11601827647903094,0.21987881939560977,ok
metaworld,mw-assembly,jepa_wm_metaworld,free_space,200,7,0.0047195833176374435,0.0031789171043783426,0.010714129911655691,0.0,0.030466720127930873,0.2599603955588377,0.2599603955588377,0.2599603955588377,ok
metaworld,mw-assembly,jepa_wm_metaworld,pre_grasp,599,33,0.0047195833176374435,0.003300268668681383,0.09545487332984284,0.05831158072406498,0.1406573560863236,0.5852508169229118,0.29244498989363227,0.8683844156698634,ok
metaworld,mw-button-press,jepa_wm_metaworld,contact_manipulation,106,33,0.0047195833176374435,0.004390514921396971,0.44193131372788097,0.3597881861474021,0.5317326430496657,0.5870153356341816,0.44770358905000696,0.7337864300395617,ok
metaworld,mw-button-press,jepa_wm_metaworld,free_space,334,86,0.0047195833176374435,0.004155999980866909,0.047621233325569695,0.02290280373550009,0.07848504274057276,0.08886543956111961,0.05282326399332275,0.1267048266186782,ok
metaworld,mw-button-press,jepa_wm_metaworld,pre_grasp,700,44,0.0047195833176374435,0.003630409250035882,0.9792383404905273,0.8815579915269359,1.0752997837139595,1.102361789285576,0.8816516688972836,1.2989464413384293,ok
metaworld,mw-door-close,jepa_wm_metaworld,contact_manipulation,315,268,0.0047195833176374435,0.007470706012099981,2.2134357118490295,2.1390732872935017,2.2812575515838347,2.497906444800999,2.435332824496671,2.565252649104213,ok
metaworld,mw-door-close,jepa_wm_metaworld,free_space,825,448,0.0047195833176374435,0.005880130920559168,1.7425810173129324,1.6342897857225713,1.868379028602815,2.5880151074219073,2.4898835111565973,2.7174467959935544,ok
metaworld,mw-door-open,jepa_wm_metaworld,contact_manipulation,531,452,0.0047195833176374435,0.006044953595846891,0.41744202907144995,0.3511562998515192,0.48491282419730464,0.4570894601137007,0.3743941620551056,0.5348778449783423,ok
metaworld,mw-door-open,jepa_wm_metaworld,free_space,346,146,0.0047195833176374435,0.004846222698688507,0.2718958958267007,0.18957617970326285,0.37407409681323917,0.49192317013781867,0.3009969659497349,0.7406085204580581,ok
metaworld,mw-door-open,jepa_wm_metaworld,pre_grasp,263,217,0.0047195833176374435,0.006322686560451984,1.6943015202250398,1.389155125724576,1.9713216677426462,1.9043463454227256,1.5665951589316403,2.2140314336654603,ok
metaworld,mw-drawer-close,jepa_wm_metaworld,contact_manipulation,187,37,0.0047195833176374435,0.004215942695736885,0.29760933126641376,0.264426997736329,0.3309432962775122,0.4087333524614651,0.30241563215878065,0.525912706250578,ok
metaworld,mw-drawer-close,jepa_wm_metaworld,pre_grasp,904,279,0.0047195833176374435,0.0041110399179160595,1.2079754089647592,1.0815922490091716,1.3317823681275645,1.7837950958280677,1.6379888381593741,1.904509880922027,ok
metaworld,mw-hammer,jepa_wm_metaworld,contact_manipulation,513,8,0.0047195833176374435,0.003579560434445739,0.021936932111282084,0.014697697398340313,0.03028442050420065,0.11134232117413384,0.0,0.2922602197583236,ok
metaworld,mw-hammer,jepa_wm_metaworld,free_space,164,0,0.0047195833176374435,0.0033230918925255537,0.03497521022183006,0.0,0.10754877143212745,,,,ok
metaworld,mw-hammer,jepa_wm_metaworld,pre_grasp,463,41,0.0047195833176374435,0.0041324603371322155,0.1843798935937924,0.15052594821263723,0.22018344692695935,0.3390230435276544,0.25904840578653726,0.4117450662899838,ok
metaworld,mw-peg-insert-side,jepa_wm_metaworld,contact_manipulation,355,21,0.0047195833176374435,0.003851185319945216,0.04227252772849109,0.023870572499634278,0.06407367247262666,0.08990181576021862,0.005825197912245493,0.260633011379274,ok
metaworld,mw-peg-insert-side,jepa_wm_metaworld,free_space,341,13,0.0047195833176374435,0.0036426372826099396,0.016664368450511693,0.0035477252426127275,0.0331057625643528,0.3410466251197316,0.15835621997116744,0.43290144033033123,ok
metaworld,mw-peg-insert-side,jepa_wm_metaworld,pre_grasp,444,44,0.0047195833176374435,0.003993310034275055,0.1294557062571774,0.08486462737057059,0.1818233807774228,0.2216901238098747,0.11413517237179262,0.3485618113189086,ok
metaworld,mw-pick-place,jepa_wm_metaworld,contact_manipulation,381,98,0.0047195833176374435,0.00394790293648839,0.14445536124433667,0.10585186768484942,0.18874922643856973,0.373729811217184,0.30815719355976223,0.43729824381851456,ok
metaworld,mw-pick-place,jepa_wm_metaworld,free_space,259,3,0.0047195833176374435,0.0031689705792814493,0.004950127388661283,0.0005243402870846314,0.011009641456700667,,,,ok
metaworld,mw-pick-place,jepa_wm_metaworld,pre_grasp,500,57,0.0047195833176374435,0.0037483894266188145,0.10696336025284897,0.07290521353171099,0.1499011099547662,0.5060152365037304,0.3877709964388589,0.6221585775872983,ok
metaworld,mw-push,jepa_wm_metaworld,contact_manipulation,341,159,0.0047195833176374435,0.004486937541514635,0.3673503375904156,0.3176101744860568,0.4153548800948221,0.6186966419533334,0.5623593819837981,0.6764346621948016,ok
metaworld,mw-push,jepa_wm_metaworld,free_space,203,0,0.0047195833176374435,0.0030484457965940237,0.004493887340142181,0.0,0.011480964643207928,,,,ok
metaworld,mw-push,jepa_wm_metaworld,pre_grasp,596,142,0.0047195833176374435,0.003932573366910219,0.4599167628356632,0.365751205706377,0.5596371322405224,0.9903529477505821,0.8809724638275039,1.072639705636974,ok
metaworld,mw-reach,jepa_wm_metaworld,free_space,1140,40,0.0047195833176374435,0.0030871538911014795,0.07363368108078966,0.04835524388486302,0.10516382073935858,0.7708323186716782,0.5265304485941915,0.9701430891991384,ok
metaworld,mw-stick-pull,jepa_wm_metaworld,contact_manipulation,565,125,0.0047195833176374435,0.0044544050469994545,0.06413178117042928,0.03757754246607053,0.0959785823581076,0.19118842854177343,0.08349755514980256,0.3035753881112093,ok
metaworld,mw-stick-pull,jepa_wm_metaworld,free_space,244,31,0.0047195833176374435,0.0042613111436367035,0.02670520461982615,0.015641187340232388,0.03816818088522481,0.0322485243501354,0.0,0.08471108815757063,ok
metaworld,mw-stick-pull,jepa_wm_metaworld,pre_grasp,331,57,0.0047195833176374435,0.004333985038101673,0.16002185597038993,0.13063601086137536,0.1926678996090357,0.24318446753281034,0.1446254444995409,0.35906329403946124,ok
metaworld,mw-window-close,jepa_wm_metaworld,contact_manipulation,195,114,0.0047195833176374435,0.004618696868419647,0.4710033515169017,0.37394664258472093,0.5654037748245737,0.7279094986857049,0.6392416190378987,0.8132344166313152,ok
metaworld,mw-window-close,jepa_wm_metaworld,free_space,491,191,0.0047195833176374435,0.00435204291716218,0.09182660075719455,0.03806818228558111,0.14565077640168006,0.19042834295711067,0.056236713218652895,0.33467567285587907,ok
metaworld,mw-window-close,jepa_wm_metaworld,pre_grasp,454,125,0.0047195833176374435,0.0029838162008672953,0.5435256340735359,0.4117474412648564,0.693812930228211,1.1512120677381497,0.9372795781771838,1.3195633578520884,ok
metaworld,mw-assembly,dino_wm_metaworld,contact_manipulation,341,86,0.004691420355811715,0.0038574954960495234,0.044733482407436555,0.027279398633628216,0.06825727173907657,0.10625631700120773,0.0615056648423991,0.16430397174061395,ok
metaworld,mw-assembly,dino_wm_metaworld,free_space,200,6,0.004691420355811715,0.0032802859786897898,0.00414369550994005,0.0,0.011783020407412465,0.13812318366466833,0.13812318366466833,0.13812318366466833,ok
metaworld,mw-assembly,dino_wm_metaworld,pre_grasp,599,21,0.004691420355811715,0.0032392474822700024,0.1028198970133456,0.06552421052197517,0.14644109793318047,0.5567819890207261,0.12062003145620731,0.8674767470142815,ok
metaworld,mw-button-press,dino_wm_metaworld,contact_manipulation,106,38,0.004691420355811715,0.004405501764267683,0.5688811629785977,0.4848503002925985,0.6718416162945038,0.7700519903016739,0.6431945912414002,0.8969337098728797,ok
metaworld,mw-button-press,dino_wm_metaworld,free_space,334,72,0.004691420355811715,0.0040998635813593864,0.06018079549681576,0.02942287430701223,0.09737522124637579,0.12261885552416515,0.07858609990221194,0.16927577807933974,ok
metaworld,mw-button-press,dino_wm_metaworld,pre_grasp,700,47,0.004691420355811715,0.003575771115720272,0.9408239964561577,0.8365303432953898,1.03933528666172,1.1675567197266787,0.9342146379496793,1.382089458038884,ok
metaworld,mw-door-close,dino_wm_metaworld,contact_manipulation,315,266,0.004691420355811715,0.0074560679495334625,2.4913612048204254,2.4073563577479193,2.57350260207909,2.8529838226185267,2.781618384368582,2.926067309913964,ok
metaworld,mw-door-close,dino_wm_metaworld,free_space,825,466,0.004691420355811715,0.005916253197938204,1.8696291641938898,1.7226426777717427,2.038597684966243,2.82772584067189,2.694698164673106,2.9951026236855087,ok
metaworld,mw-door-open,dino_wm_metaworld,contact_manipulation,531,455,0.004691420355811715,0.006069275550544262,0.5435453647475832,0.4606129515191985,0.6246635971765728,0.5594169426037255,0.4642589254094991,0.6520485488004483,ok
metaworld,mw-door-open,dino_wm_metaworld,free_space,346,187,0.004691420355811715,0.005021813791245222,0.2735902434603514,0.19318458146926865,0.36943291299082337,0.3986089586445373,0.26126245538148485,0.5814688327048173,ok
metaworld,mw-door-open,dino_wm_metaworld,pre_grasp,263,220,0.004691420355811715,0.006454816088080406,1.9066830473463368,1.572444864251203,2.2015725090168266,2.1573710452440364,1.8002116347508081,2.5081364790586718,ok
metaworld,mw-drawer-close,dino_wm_metaworld,contact_manipulation,187,41,0.004691420355811715,0.004239147063344717,0.42505914136525286,0.38806766807119575,0.46488494008096704,0.6594023355019427,0.5695443657212962,0.7438859059535354,ok
metaworld,mw-drawer-close,dino_wm_metaworld,pre_grasp,904,263,0.004691420355811715,0.003906370140612125,1.0867911405066948,0.9584170683871608,1.2132895127770391,1.7373679935744872,1.6019682008281264,1.832491305980537,ok
metaworld,mw-hammer,dino_wm_metaworld,contact_manipulation,513,11,0.004691420355811715,0.0034999572671949863,0.01135412707340119,0.006201804424519413,0.01799746393071576,0.05454000975251385,0.0,0.1511380774359634,ok
metaworld,mw-hammer,dino_wm_metaworld,free_space,164,0,0.004691420355811715,0.003350792219862342,0.03500714006235213,0.0002421426991194554,0.10512990190843821,,,,ok
metaworld,mw-hammer,dino_wm_metaworld,pre_grasp,463,19,0.004691420355811715,0.004012980032712221,0.09841757641583289,0.07517828007612126,0.12272743239800127,0.1935055871235786,0.09531386119668947,0.27986649679373987,ok
metaworld,mw-peg-insert-side,dino_wm_metaworld,contact_manipulation,355,16,0.004691420355811715,0.003835839219391346,0.02740876805198205,0.0149439049743984,0.041477891515349,0.07035901769052816,0.0,0.16056079030267204,ok
metaworld,mw-peg-insert-side,dino_wm_metaworld,free_space,341,18,0.004691420355811715,0.0037420534063130617,0.010747989038778561,0.0031562490681026566,0.01911082255670383,0.12258110137449701,0.03601789194125977,0.20262051321099384,ok
metaworld,mw-peg-insert-side,dino_wm_metaworld,pre_grasp,444,40,0.004691420355811715,0.004000204615294933,0.0850078249614576,0.05424400696793533,0.11784061675541162,0.15000027055726173,0.06910065520303561,0.23691620751513653,ok
metaworld,mw-pick-place,dino_wm_metaworld,contact_manipulation,381,101,0.004691420355811715,0.003926449455320835,0.09861195964519026,0.07031339333521135,0.1314546269607897,0.2579725604037299,0.19257697033104584,0.3221102048090222,ok
metaworld,mw-pick-place,dino_wm_metaworld,free_space,259,3,0.004691420355811715,0.0032329990062862635,0.007871117855439522,0.0007896186044378221,0.01817840614694943,,,,ok
metaworld,mw-pick-place,dino_wm_metaworld,pre_grasp,500,52,0.004691420355811715,0.0037380338180810213,0.09672913751856069,0.0660185743659467,0.1342636855081575,0.35539344340985984,0.2663045809960591,0.43893347123365484,ok
metaworld,mw-push,dino_wm_metaworld,contact_manipulation,341,164,0.004691420355811715,0.004475081339478493,0.33845462907824,0.2913343121040521,0.38314782687496624,0.5807103038642413,0.5206487263406386,0.6406484550677146,ok
metaworld,mw-push,dino_wm_metaworld,free_space,203,0,0.004691420355811715,0.003118466353043914,0.0013167413530478268,0.0,0.0038190066881836544,,,,ok
metaworld,mw-push,dino_wm_metaworld,pre_grasp,596,152,0.004691420355811715,0.003944912925362587,0.34054376372424455,0.26979708855925544,0.4207642091814601,0.76275660579173,0.6628366036005287,0.8473662330375485,ok
metaworld,mw-reach,dino_wm_metaworld,free_space,1140,38,0.004691420355811715,0.003034877823665738,0.05529889106830465,0.03693593065403205,0.07678873512339289,0.6295430902881026,0.48796034988396625,0.7522879700635812,ok
metaworld,mw-stick-pull,dino_wm_metaworld,contact_manipulation,565,122,0.004691420355811715,0.004402455408126116,0.06980289151418444,0.04455351418750082,0.10086409800053976,0.21959175028791314,0.11413968980872138,0.3135638172999134,ok
metaworld,mw-stick-pull,dino_wm_metaworld,free_space,244,31,0.004691420355811715,0.004233466926962137,0.02098966101632454,0.009286566663836336,0.034834911148712636,0.056731152945797246,0.0,0.14962547287202838,ok
metaworld,mw-stick-pull,dino_wm_metaworld,pre_grasp,331,51,0.004691420355811715,0.004255674313753843,0.13311021542008666,0.10273098330039805,0.163352726189298,0.2567954031265067,0.16596019261735748,0.36489412325589127,ok
metaworld,mw-window-close,dino_wm_metaworld,contact_manipulation,195,108,0.004691420355811715,0.004534676671028137,0.4746745977130088,0.38396108500029436,0.5709565379387685,0.7359622287437633,0.6462262186924758,0.8293593476819779,ok
metaworld,mw-window-close,dino_wm_metaworld,free_space,491,194,0.004691420355811715,0.0043294550850987434,0.12717509132797722,0.046522955162692385,0.2231878870875399,0.2167775425738003,0.0401777269381008,0.4543159305535331,ok
metaworld,mw-window-close,dino_wm_metaworld,pre_grasp,454,120,0.004691420355811715,0.003035623347386718,0.5667841091635255,0.43583271288092235,0.7090047460396076,1.2328230279788683,1.0383148679399812,1.4125503944321727,ok
