dataset,task,model,regime,n_transitions,n_boundary,boundary_threshold,mean_boundary_score,bb,bb_lo,bb_hi,bb_boundary,bb_boundary_lo,bb_boundary_hi,status
metaworld,mw-assembly,dino_wm_metaworld+mdn_K1+state,contact_manipulation,341,86,0.004691420355811715,0.0038574954960495234,0.04404032668766339,0.026638518150464023,0.06759274607432635,0.10349037423274927,0.05873814203416223,0.16232181728155107,ok
metaworld,mw-assembly,dino_wm_metaworld+mdn_K1+state,free_space,200,6,0.004691420355811715,0.0032802859786897898,0.00418098308938005,0.0,0.011889051438995404,0.13936610297933502,0.13936610297933502,0.13936610297933502,ok
metaworld,mw-assembly,dino_wm_metaworld+mdn_K1+state,pre_grasp,599,21,0.004691420355811715,0.0032392474822700024,0.10263812570656748,0.06538861184519096,0.14654486012416976,0.5562511566369521,0.11840141528393235,0.8690531797145717,ok
metaworld,mw-button-press,dino_wm_metaworld+mdn_K1+state,contact_manipulation,106,38,0.004691420355811715,0.004405501764267683,0.5671307994879331,0.48361142788415096,0.6696883925400855,0.7673464713644459,0.6411906467198869,0.8937913039237053,ok
metaworld,mw-button-press,dino_wm_metaworld+mdn_K1+state,free_space,334,72,0.004691420355811715,0.0040998635813593864,0.06013710845423491,0.029466854187792095,0.09730745779601416,0.12226467034786986,0.07843335504276022,0.1687061406510878,ok
metaworld,mw-button-press,dino_wm_metaworld+mdn_K1+state,pre_grasp,700,47,0.004691420355811715,0.003575771115720272,0.9424748852410055,0.8380939848162038,1.0408468682648981,1.1666193246161554,0.9324227687709983,1.3817369523441565,ok
metaworld,mw-door-close,dino_wm_metaworld+mdn_K1+state,contact_manipulation,315,266,0.004691420355811715,0.0074560679495334625,2.4890691891481027,2.404663937470352,2.5710047518162655,2.850116873031621,2.7787285134313615,2.923217285183589,ok
metaworld,mw-door-close,dino_wm_metaworld+mdn_K1+state,free_space,825,466,0.004691420355811715,0.005916253197938204,1.871908022708582,1.724772909845087,2.0407498855181108,2.830380313255542,2.697476141172654,2.9977961543164433,ok
metaworld,mw-door-open,dino_wm_metaworld+mdn_K1+state,contact_manipulation,531,455,0.004691420355811715,0.006069275550544262,0.5420221409120726,0.4591782133874825,0.622906701542726,0.5580349288466121,0.46304196734357905,0.65032309360514,ok
metaworld,mw-door-open,dino_wm_metaworld+mdn_K1+state,free_space,346,187,0.004691420355811715,0.005021813791245222,0.27305277404757794,0.1925873450624132,0.3690461796675272,0.3983304741153849,0.2610679831793899,0.5810584672254506,ok
metaworld,mw-door-open,dino_wm_metaworld+mdn_K1+state,pre_grasp,263,220,0.004691420355811715,0.006454816088080406,1.9056304254533363,1.5712775019906657,2.200479110561542,2.1563108596118554,1.7994502434706505,2.5072592390059762,ok
metaworld,mw-drawer-close,dino_wm_metaworld+mdn_K1+state,contact_manipulation,187,41,0.004691420355811715,0.004239147063344717,0.4250789132916711,0.38794001744651124,0.4649213025748841,0.661197634798115,0.5719207396196642,0.745590048860573,ok
metaworld,mw-drawer-close,dino_wm_metaworld+mdn_K1+state,pre_grasp,904,263,0.004691420355811715,0.003906370140612125,1.0884372282565846,0.9599973127684069,1.2150242641688824,1.739285306865355,1.6036387939723968,1.8345752043512455,ok
metaworld,mw-hammer,dino_wm_metaworld+mdn_K1+state,contact_manipulation,513,11,0.004691420355811715,0.0034999572671949863,0.011352669750929757,0.00614502918075153,0.018043788685810913,0.05486778807804004,0.0,0.15049703519268212,ok
metaworld,mw-hammer,dino_wm_metaworld+mdn_K1+state,free_space,164,0,0.004691420355811715,0.003350792219862342,0.03511888253075621,0.0002624764065596022,0.10546397566236342,,,,ok
metaworld,mw-hammer,dino_wm_metaworld+mdn_K1+state,pre_grasp,463,19,0.004691420355811715,0.004012980032712221,0.0990198117386558,0.07556513827328004,0.12341043440594272,0.19474498974680343,0.09529144774026939,0.28234449202873246,ok
metaworld,mw-peg-insert-side,dino_wm_metaworld+mdn_K1+state,contact_manipulation,355,16,0.004691420355811715,0.003835839219391346,0.027646356090573893,0.014940044270104078,0.04169840595705384,0.07185724546441928,0.0,0.1625610749094304,ok
metaworld,mw-peg-insert-side,dino_wm_metaworld+mdn_K1+state,free_space,341,18,0.004691420355811715,0.0037420534063130617,0.010869951825114249,0.0031532965522202733,0.019306706039153198,0.1226876693047079,0.03639904699231975,0.203383418887119,ok
metaworld,mw-peg-insert-side,dino_wm_metaworld+mdn_K1+state,pre_grasp,444,40,0.004691420355811715,0.004000204615294933,0.08574519645887442,0.05475404085742842,0.1187945659667664,0.15138728701019002,0.07003284854673592,0.23935070353416524,ok
metaworld,mw-pick-place,dino_wm_metaworld+mdn_K1+state,contact_manipulation,381,101,0.004691420355811715,0.003926449455320835,0.09794564659364967,0.06969486486603721,0.130633380947035,0.25599877864436404,0.19103104842663846,0.3198957310661175,ok
metaworld,mw-pick-place,dino_wm_metaworld+mdn_K1+state,free_space,259,3,0.004691420355811715,0.0032329990062862635,0.00783337732972169,0.0008062751666149689,0.018060061892926825,,,,ok
metaworld,mw-pick-place,dino_wm_metaworld+mdn_K1+state,pre_grasp,500,52,0.004691420355811715,0.0037380338180810213,0.09670952108510539,0.06602429229039787,0.1341473177566745,0.3558285216909702,0.2669012338210007,0.4391459424474656,ok
metaworld,mw-push,dino_wm_metaworld+mdn_K1+state,contact_manipulation,341,164,0.004691420355811715,0.004475081339478493,0.33579269484633123,0.2888996520671821,0.3804577014352772,0.5763820946729722,0.5166273564287335,0.6363707470359297,ok
metaworld,mw-push,dino_wm_metaworld+mdn_K1+state,free_space,203,0,0.004691420355811715,0.003118466353043914,0.001271367681673209,0.0,0.003687407301526571,,,,ok
metaworld,mw-push,dino_wm_metaworld+mdn_K1+state,pre_grasp,596,152,0.004691420355811715,0.003944912925362587,0.3390437660495498,0.26844796126979537,0.41919997602688736,0.7589653693321627,0.6592454230047452,0.8438401982289269,ok
metaworld,mw-reach,dino_wm_metaworld+mdn_K1+state,free_space,1140,38,0.004691420355811715,0.003034877823665738,0.05511652293520141,0.03671597754020009,0.07661148864329101,0.6264709967138359,0.48442664279766817,0.749746219832474,ok
metaworld,mw-stick-pull,dino_wm_metaworld+mdn_K1+state,contact_manipulation,565,122,0.004691420355811715,0.004402455408126116,0.06969415539333716,0.044372626445396364,0.10072020396131902,0.219359919578858,0.11346416187807823,0.31371924757623615,ok
metaworld,mw-stick-pull,dino_wm_metaworld+mdn_K1+state,free_space,244,31,0.004691420355811715,0.004233466926962137,0.021485593604848165,0.00981935212155937,0.03516720657516991,0.056581517698779366,0.0,0.14806544526691853,ok
metaworld,mw-stick-pull,dino_wm_metaworld+mdn_K1+state,pre_grasp,331,51,0.004691420355811715,0.004255674313753843,0.134280734538088,0.10369946490227334,0.1646761155280618,0.25612274343654434,0.16444413830098054,0.36398260065757526,ok
metaworld,mw-window-close,dino_wm_metaworld+mdn_K1+state,contact_manipulation,195,108,0.004691420355811715,0.004534676671028137,0.4724252972802713,0.382028715614302,0.5681740849173654,0.7326691925543284,0.64307777765969,0.8260722832661077,ok
metaworld,mw-window-close,dino_wm_metaworld+mdn_K1+state,free_space,491,194,0.004691420355811715,0.0043294550850987434,0.1268366262910607,0.04625642597495393,0.2227959372907691,0.2161335041884503,0.03950823955167719,0.4533932041193908,ok
metaworld,mw-window-close,dino_wm_metaworld+mdn_K1+state,pre_grasp,454,120,0.004691420355811715,0.003035623347386718,0.5670978517110682,0.4360972888871749,0.7092832121211942,1.2320239944642675,1.037540985336951,1.4120259125929155,ok
metaworld,mw-assembly,dino_wm_metaworld+mdn_K2+state,contact_manipulation,341,86,0.004691420355811715,0.0038574954960495234,0.044519300013061265,0.02693882294437044,0.06803264767639908,0.10396764331979072,0.059083866653211393,0.16273313975648412,ok
metaworld,mw-assembly,dino_wm_metaworld+mdn_K2+state,free_space,200,6,0.004691420355811715,0.0032802859786897898,0.004198874381407648,0.0,0.011939927150922222,0.13996247938025494,0.13996247938025494,0.13996247938025494,ok
metaworld,mw-assembly,dino_wm_metaworld+mdn_K2+state,pre_grasp,599,21,0.004691420355811715,0.0032392474822700024,0.10394301879149499,0.06609321967373294,0.1475916598240049,0.5550786180722089,0.11714735179269262,0.8683453619585211,ok
metaworld,mw-button-press,dino_wm_metaworld+mdn_K2+state,contact_manipulation,106,38,0.004691420355811715,0.004405501764267683,0.5647483179158236,0.4813283164285767,0.6673383840074636,0.7644383159481314,0.6381622685954244,0.8910666423421986,ok
