dataset,model,regime,horizon,n_planned,max_planning_transitions,cem_num_samples,cem_iterations,cem_num_elites,action_error,action_error_lo,action_error_hi,cra_eff,cra_eff_lo,cra_eff_hi,action_score,d_ref_p95
droid,dino_wm_droid,pre_grasp,1,30,30,100,15,10,1.0154477066166387,0.8777901738767822,1.16151483138489,0.06666666666666667,0.0,0.1724137931034483,0.6125968236956338,2.6211651548743236
droid,dino_wm_droid,gripper_actuation,1,18,30,100,15,10,1.136153851946195,1.0026592526377904,1.2610999579437905,0.0,0.0,0.0,0.5665462552661358,2.6211651548743236
droid,dino_wm_droid,contact_manipulation,1,30,30,100,15,10,1.096276030316949,0.9822795560447403,1.2200988013746923,0.1,0.016129032258064516,0.20689655172413793,0.5817600320688255,2.6211651548743236
droid,dino_wm_droid,pre_grasp,3,30,30,100,15,10,1.810568980127573,1.5985567967430345,2.0283277195257443,0.03333333333333333,0.0,0.10714285714285714,0.3092503245128848,2.6211651548743236
droid,dino_wm_droid,gripper_actuation,3,17,30,100,15,10,1.8472224478335941,1.549490162534149,2.1651147951906107,0.0,0.0,0.0,0.2952666700919262,2.6211651548743236
droid,dino_wm_droid,contact_manipulation,3,30,30,100,15,10,1.6393361145009597,1.4174766737632256,1.9149664095024865,0.016666666666666666,0.0,0.04838709677419355,0.3745773281578815,2.6211651548743236
