dataset,model,regime,horizon,n_planned,max_planning_transitions,cem_num_samples,cem_iterations,cem_num_elites,action_error,action_error_lo,action_error_hi,cra_eff,cra_eff_lo,cra_eff_hi,action_score,d_ref_p95
metaworld,jepa_wm_metaworld,free_space,1,13,20,64,15,10,9.073419075745802,7.782518194959715,10.230138642742084,0.6153846153846154,0.38461538461538464,0.8461538461538461,0.6479473713723025,25.772905349731445
metaworld,jepa_wm_metaworld,pre_grasp,1,4,20,64,15,10,10.245944738388062,6.1124107837677,13.25373661518097,0.5,0.0,1.0,0.6024528628281007,25.772905349731445
metaworld,jepa_wm_metaworld,contact_manipulation,1,14,20,64,15,10,8.955086180141993,8.13170173210757,9.832301312046392,0.7142857142857143,0.5,0.9285714285714286,0.6525387394776079,25.772905349731445
metaworld,jepa_wm_metaworld,free_space,3,13,20,64,15,10,16.008051455020905,12.427827136218548,19.261028088743867,0.46153846153846156,0.15384615384615385,0.7692307692307693,0.37888060201999274,25.772905349731445
metaworld,jepa_wm_metaworld,pre_grasp,3,5,20,64,15,10,19.50918130874634,13.285755062103272,25.246913337707518,0.8,0.4,1.0,0.24303523238796887,25.772905349731445
metaworld,jepa_wm_metaworld,contact_manipulation,3,17,20,64,15,10,19.448856592178345,16.08860012766193,22.63447475258042,0.5882352941176471,0.35294117647058826,0.8235294117647058,0.24537585777534376,25.772905349731445
