snapshot,arm,anchor_physical_distance_m,anchor_success,inversion_hit,best_corrective_advantage_m,best_any_advantage_m,best_improvement_per_query_m,any_success_gain,selected_success_any,best_selected_distance_m,native_rejected_fraction,auxiliary_prefers_fraction,directional_positive_fraction,mean_crod_score,mean_native_rank_fraction,mean_auxiliary_rank_fraction,mean_action_distance_from_anchor
5,rejected_action_diverse,0.03189280434214111,1,1.0,0.02111839600764076,0.02111839600764076,0.002639799500955095,0.0,1.0,0.010774408334500349,1.0,0.625,0.625,0.05398194444444444,0.5216666666666667,0.32333333333333336,5.017945580917868
6,action_diverse,0.2898856218657243,0,1.0,0.06196684831148444,0.06196684831148444,0.007745856038935555,0.0,0.0,0.22791877355423987,1.0,0.375,0.375,0.02156388888888889,0.58125,0.7141666666666666,6.8165885259468375
6,crod_directional,0.2898856218657243,0,0.0,0.0,0.0010599838880350765,0.00013249798600438456,0.0,0.0,0.28882563797768923,1.0,1.0,1.0,0.46262361111111117,0.8875,0.046250000000000006,5.278381427981998
6,dino_best_rejected,0.2898856218657243,0,1.0,0.033119513966002934,0.033119513966002934,0.004139939245750367,0.0,0.0,0.2567661078997214,1.0,1.0,1.0,0.3894708333333333,0.70125,0.011666666666666667,5.299073138532365
6,native_uncertainty_diverse,0.2898856218657243,0,0.0,0.0,0.01904930009778605,0.002381162512223256,0.0,0.0,0.27083632176793826,1.0,0.375,0.375,0.1271888888888889,0.80625,0.6174999999999999,6.472353039080505
6,random_rejected,0.2898856218657243,0,1.0,0.06514615116578384,0.06514615116578384,0.00814326889572298,0.0,0.0,0.22473947069994046,1.0,0.5,0.5,0.041140277777777776,0.38,0.5358333333333334,5.301608252751118
6,rejected_action_diverse,0.2898856218657243,0,1.0,0.06196684831148444,0.06196684831148444,0.007745856038935555,0.0,0.0,0.22791877355423987,1.0,0.375,0.375,0.02156388888888889,0.58125,0.7141666666666666,6.8165885259468375
7,action_diverse,0.018610649712082143,1,0.0,0.0,0.006455057532466611,0.0008068821915583264,0.0,1.0,0.012155592179615532,1.0,0.625,0.625,0.08949583333333333,0.5241666666666667,0.35916666666666663,6.345541210527228
7,crod_directional,0.018610649712082143,1,0.0,0.0,0.0034720312334155703,0.0004340039041769463,0.0,1.0,0.015138618478666573,1.0,1.0,1.0,0.2797222222222222,0.7591666666666667,0.06875,4.682495250895517
7,dino_best_rejected,0.018610649712082143,1,0.0,0.0,0.006455057532466611,0.0008068821915583264,0.0,1.0,0.012155592179615532,1.0,1.0,1.0,0.1465972222222222,0.3420833333333333,0.011666666666666667,5.017393525735196
7,native_uncertainty_diverse,0.018610649712082143,1,0.0,0.0,0.0035522728738857767,0.0004440341092357221,0.0,1.0,0.015058376838196367,1.0,0.875,0.875,0.13756805555555557,0.4691666666666666,0.20833333333333334,5.847708796403184
7,random_rejected,0.018610649712082143,1,0.0,0.0,0.0039904133366539495,0.0004988016670817437,0.0,1.0,0.014620236375428194,1.0,0.375,0.375,0.02098472222222222,0.5120833333333333,0.45375,4.982849637071352
7,rejected_action_diverse,0.018610649712082143,1,0.0,0.0,0.006455057532466611,0.0008068821915583264,0.0,1.0,0.012155592179615532,1.0,0.625,0.625,0.08949583333333333,0.5241666666666667,0.35916666666666663,6.345541210527228
8,action_diverse,0.10785540040232572,0,0.0,0.0,0.0024432916321098924,0.00030541145401373655,0.0,0.0,0.10541210877021583,1.0,0.125,0.125,0.02435694444444445,0.5729166666666666,0.4691666666666666,5.842087716895595
8,crod_directional,0.10785540040232572,0,0.0,0.0,0.0026021739524956233,0.0003252717440619529,0.0,0.0,0.1052532264498301,1.0,1.0,1.0,0.17650972222222222,0.8191666666666667,0.0675,5.032376004511228
8,dino_best_rejected,0.10785540040232572,0,0.0,0.0,0.0049399719725568975,0.0006174964965696122,0.0,0.0,0.10291542842976882,1.0,1.0,1.0,0.08471527777777779,0.30666666666666664,0.011666666666666667,5.135709110736817
8,native_uncertainty_diverse,0.10785540040232572,0,1.0,0.07867765816870537,0.07867765816870537,0.00983470727108817,1.0,1.0,0.029177742233620352,1.0,0.25,0.25,0.0036819444444444456,0.2941666666666667,0.5154166666666666,5.522338848122031
8,random_rejected,0.10785540040232572,0,1.0,0.07085048523446633,0.07085048523446633,0.00885631065430829,1.0,1.0,0.037004915167859385,1.0,0.125,0.125,0.006,0.55625,0.5808333333333333,4.875607745283671
8,rejected_action_diverse,0.10785540040232572,0,0.0,0.0,0.0024432916321098924,0.00030541145401373655,0.0,0.0,0.10541210877021583,1.0,0.125,0.125,0.02435694444444445,0.5729166666666666,0.4691666666666666,5.842087716895595
9,action_diverse,3.469446951953614e-18,1,0.0,0.0,0.0,0.0,0.0,1.0,3.469446951953614e-18,1.0,0.125,0.125,0.02610833333333333,0.5604166666666666,0.6475,5.093251249106087
9,crod_directional,3.469446951953614e-18,1,0.0,0.0,0.0,0.0,0.0,1.0,3.469446951953614e-18,1.0,1.0,1.0,0.27399027777777774,0.94,0.012083333333333335,4.410891821967922
9,dino_best_rejected,3.469446951953614e-18,1,0.0,0.0,0.0,0.0,0.0,1.0,3.469446951953614e-18,1.0,1.0,1.0,0.26766388888888887,0.91625,0.011666666666666667,4.457195981160579
9,native_uncertainty_diverse,3.469446951953614e-18,1,0.0,0.0,0.0,0.0,0.0,1.0,3.469446951953614e-18,1.0,0.25,0.25,0.008138888888888886,0.31375000000000003,0.5583333333333333,4.823424876388196
9,random_rejected,3.469446951953614e-18,1,0.0,0.0,0.0,0.0,0.0,1.0,3.469446951953614e-18,1.0,0.375,0.375,0.03689583333333333,0.42333333333333334,0.46708333333333335,3.9702516702821713
9,rejected_action_diverse,3.469446951953614e-18,1,0.0,0.0,0.0,0.0,0.0,1.0,3.469446951953614e-18,1.0,0.125,0.125,0.02610833333333333,0.5604166666666666,0.6475,5.093251249106087
10,action_diverse,0.0022345899014469366,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0022345899014469366,1.0,0.375,0.375,0.01248888888888889,0.32458333333333333,0.5633333333333334,5.447625421890686
10,crod_directional,0.0022345899014469366,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0022345899014469366,1.0,1.0,1.0,0.4282333333333333,0.9158333333333333,0.029166666666666667,4.867304494942347
10,dino_best_rejected,0.0022345899014469366,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0022345899014469366,1.0,1.0,1.0,0.3557194444444445,0.735,0.011666666666666667,4.608601401828583
10,native_uncertainty_diverse,0.0022345899014469366,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0022345899014469366,1.0,0.875,0.875,0.10166388888888889,0.39541666666666664,0.2975,5.323174947130331
10,random_rejected,0.0022345899014469366,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0022345899014469366,1.0,0.375,0.375,0.07579583333333331,0.5604166666666667,0.4191666666666667,4.592580931366436
10,rejected_action_diverse,0.0022345899014469366,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0022345899014469366,1.0,0.375,0.375,0.01248888888888889,0.32458333333333333,0.5633333333333334,5.447625421890686
11,action_diverse,0.03835851901897211,1,0.0,0.0,0.01695522352693681,0.002119402940867101,0.0,1.0,0.0214032954920353,1.0,0.25,0.25,0.05361805555555555,0.6533333333333333,0.5587500000000001,5.676292205052697
11,crod_directional,0.03835851901897211,1,0.0,0.0,0.015416455741801317,0.0019270569677251647,0.0,1.0,0.022942063277170792,1.0,1.0,1.0,0.37367083333333334,0.8999999999999999,0.02791666666666667,4.74375675130276
11,dino_best_rejected,0.03835851901897211,1,0.0,0.0,0.017320415059695757,0.0021650518824619697,0.0,1.0,0.021038103959276352,1.0,1.0,1.0,0.3353166666666667,0.7783333333333333,0.011666666666666667,4.595197774454782
11,native_uncertainty_diverse,0.03835851901897211,1,0.0,0.0,0.017320415059695757,0.0021650518824619697,0.0,1.0,0.021038103959276352,1.0,0.625,0.625,0.03821805555555556,0.13625,0.33333333333333337,4.959424101905062
11,random_rejected,0.03835851901897211,1,1.0,0.0219276519934916,0.0219276519934916,0.00274095649918645,0.0,1.0,0.01643086702548051,1.0,0.375,0.375,0.013352777777777785,0.6808333333333333,0.6758333333333333,4.38733210542277
11,rejected_action_diverse,0.03835851901897211,1,0.0,0.0,0.01695522352693681,0.002119402940867101,0.0,1.0,0.0214032954920353,1.0,0.25,0.25,0.05361805555555555,0.6533333333333333,0.5587500000000001,5.676292205052697
12,action_diverse,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.625,0.625,0.09091944444444444,0.515,0.3883333333333333,5.3474519362767765
12,crod_directional,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.3886805555555556,0.8429166666666668,0.06833333333333334,4.867026211714981
12,dino_best_rejected,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.28007222222222217,0.5345833333333334,0.011666666666666667,4.528119675368746
12,native_uncertainty_diverse,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.375,0.375,0.023330555555555552,0.26125,0.5570833333333334,4.615722869240368
12,random_rejected,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.375,0.375,0.02593611111111111,0.46791666666666665,0.6333333333333333,4.305246783720751
12,rejected_action_diverse,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.625,0.625,0.09091944444444444,0.515,0.3883333333333333,5.3474519362767765
13,action_diverse,4.558363077221528e-08,1,0.0,0.0,0.0,0.0,0.0,1.0,4.558363077221528e-08,1.0,0.375,0.375,0.0990138888888889,0.7191666666666667,0.56125,4.558777576730767
13,crod_directional,4.558363077221528e-08,1,0.0,0.0,0.0,0.0,0.0,1.0,4.558363077221528e-08,1.0,1.0,1.0,0.41126805555555557,0.8808333333333334,0.019583333333333335,4.098028182517562
13,dino_best_rejected,4.558363077221528e-08,1,0.0,0.0,0.0,0.0,0.0,1.0,4.558363077221528e-08,1.0,1.0,1.0,0.37515833333333337,0.79,0.011666666666666667,4.177209226333871
13,native_uncertainty_diverse,4.558363077221528e-08,1,0.0,0.0,0.0,0.0,0.0,1.0,4.558363077221528e-08,1.0,0.5,0.5,0.10664861111111112,0.6254166666666667,0.4783333333333334,4.369110762433007
13,random_rejected,4.558363077221528e-08,1,0.0,0.0,0.0,0.0,0.0,1.0,4.558363077221528e-08,1.0,0.5,0.5,0.04548611111111112,0.5629166666666667,0.50125,3.7133721253864795
13,rejected_action_diverse,4.558363077221528e-08,1,0.0,0.0,0.0,0.0,0.0,1.0,4.558363077221528e-08,1.0,0.375,0.375,0.0990138888888889,0.7191666666666667,0.56125,4.558777576730767
14,action_diverse,3.17749356833324e-10,1,0.0,0.0,0.0,0.0,0.0,1.0,3.17749356833324e-10,1.0,0.0,0.0,0.0,0.4954166666666666,0.40541666666666665,7.142920727688708
14,crod_directional,3.17749356833324e-10,1,0.0,0.0,0.0,0.0,0.0,1.0,3.17749356833324e-10,1.0,1.0,1.0,0.08397083333333333,0.6408333333333334,0.020416666666666666,5.80236948781855
14,dino_best_rejected,3.17749356833324e-10,1,0.0,0.0,0.0,0.0,0.0,1.0,3.17749356833324e-10,1.0,1.0,1.0,0.06382083333333333,0.4433333333333333,0.011666666666666667,5.238595460371453
14,native_uncertainty_diverse,3.17749356833324e-10,1,0.0,0.0,0.0,0.0,0.0,1.0,3.17749356833324e-10,1.0,0.0,0.0,0.0,0.39166666666666666,0.5137499999999999,6.506290418334238
14,random_rejected,3.17749356833324e-10,1,0.0,0.0,0.0,0.0,0.0,1.0,3.17749356833324e-10,1.0,0.625,0.625,0.02044722222222222,0.5591666666666667,0.3720833333333334,4.994698356664687
14,rejected_action_diverse,3.17749356833324e-10,1,0.0,0.0,0.0,0.0,0.0,1.0,3.17749356833324e-10,1.0,0.0,0.0,0.0,0.4954166666666666,0.40541666666666665,7.142920727688708
15,action_diverse,0.1623895620148334,0,1.0,0.12503371890993234,0.12503371890993234,0.015629214863741542,1.0,1.0,0.03735584310490105,1.0,0.125,0.125,0.010138888888888888,0.4145833333333333,0.6179166666666667,9.29714762113994
15,crod_directional,0.1623895620148334,0,1.0,0.14130276222098345,0.14130276222098345,0.01766284527762293,1.0,1.0,0.02108679979384995,1.0,1.0,1.0,0.15210277777777778,0.7833333333333334,0.021666666666666667,6.218280011118669
15,dino_best_rejected,0.1623895620148334,0,1.0,0.14130276222098345,0.14130276222098345,0.01766284527762293,1.0,1.0,0.02108679979384995,1.0,1.0,1.0,0.127175,0.6195833333333334,0.011666666666666667,6.709328716123818
15,native_uncertainty_diverse,0.1623895620148334,0,1.0,0.12868924854682107,0.12868924854682107,0.016086156068352633,1.0,1.0,0.033700313468012326,1.0,0.25,0.25,0.006673611111111111,0.33125,0.4283333333333333,8.510711333245009
15,random_rejected,0.1623895620148334,0,1.0,0.13005243437778005,0.13005243437778005,0.016256554297222506,1.0,1.0,0.03233712763705334,1.0,0.125,0.125,0.00032083333333333334,0.45375,0.5725,5.943594940702017
15,rejected_action_diverse,0.1623895620148334,0,1.0,0.12503371890993234,0.12503371890993234,0.015629214863741542,1.0,1.0,0.03735584310490105,1.0,0.125,0.125,0.010138888888888888,0.4145833333333333,0.6179166666666667,9.29714762113994
16,action_diverse,0.024098540844737903,1,0.0,0.0,0.0,0.0,0.0,1.0,0.024098540844737903,1.0,0.375,0.375,0.025888888888888892,0.5945833333333332,0.5883333333333334,4.865123756279458
16,crod_directional,0.024098540844737903,1,0.0,0.0,0.0,0.0,0.0,1.0,0.024098540844737903,1.0,1.0,1.0,0.4043402777777778,0.90375,0.043333333333333335,4.035535100097945
16,dino_best_rejected,0.024098540844737903,1,0.0,0.0,0.0,0.0,0.0,1.0,0.024098540844737903,1.0,1.0,1.0,0.32115416666666674,0.6699999999999999,0.011666666666666667,4.075002774600633
16,native_uncertainty_diverse,0.024098540844737903,1,0.0,0.0,0.0,0.0,0.0,1.0,0.024098540844737903,1.0,0.75,0.75,0.0781,0.41541666666666666,0.3120833333333333,4.659769046708423
16,random_rejected,0.024098540844737903,1,0.0,0.0,0.0,0.0,0.0,1.0,0.024098540844737903,1.0,0.5,0.5,0.07148750000000001,0.41583333333333333,0.4633333333333333,4.0092803411123
16,rejected_action_diverse,0.024098540844737903,1,0.0,0.0,0.0,0.0,0.0,1.0,0.024098540844737903,1.0,0.375,0.375,0.025888888888888892,0.5945833333333332,0.5883333333333334,4.865123756279458
17,action_diverse,0.030093534235968694,1,0.0,0.0,0.00300567396092645,0.00037570924511580624,0.0,1.0,0.027087860275042244,1.0,0.5,0.5,0.05772638888888889,0.6583333333333333,0.41041666666666665,6.365998828732316
17,crod_directional,0.030093534235968694,1,1.0,0.02319819155331397,0.02319819155331397,0.0028997739441642464,0.0,1.0,0.006895342682654721,1.0,1.0,1.0,0.22595138888888885,0.8325,0.060000000000000005,4.67269446882619
17,dino_best_rejected,0.030093534235968694,1,0.0,0.0,0.013437516838078603,0.0016796896047598254,0.0,1.0,0.01665601739789009,1.0,1.0,1.0,0.1417236111111111,0.4404166666666667,0.011666666666666667,5.177991839048925
17,native_uncertainty_diverse,0.030093534235968694,1,0.0,0.0,0.009560939954366004,0.0011951174942957505,0.0,1.0,0.02053259428160269,1.0,0.5,0.5,0.04590277777777778,0.39375,0.36625,5.693901675967641
17,random_rejected,0.030093534235968694,1,0.0,0.0,0.014441210640022024,0.001805151330002753,0.0,1.0,0.01565232359594667,1.0,0.25,0.25,0.017458333333333333,0.5945833333333334,0.5666666666666667,4.183818811997299
17,rejected_action_diverse,0.030093534235968694,1,0.0,0.0,0.00300567396092645,0.00037570924511580624,0.0,1.0,0.027087860275042244,1.0,0.5,0.5,0.05772638888888889,0.6583333333333333,0.41041666666666665,6.365998828732316
18,action_diverse,3.841544606525998e-07,1,0.0,0.0,0.0,0.0,0.0,1.0,3.841544606525998e-07,1.0,0.125,0.125,0.005416666666666667,0.54125,0.4875,5.44322469726308
18,crod_directional,3.841544606525998e-07,1,0.0,0.0,0.0,0.0,0.0,1.0,3.841544606525998e-07,1.0,1.0,1.0,0.11760277777777779,0.7254166666666667,0.06375,4.410563412720645
18,dino_best_rejected,3.841544606525998e-07,1,0.0,0.0,0.0,0.0,0.0,1.0,3.841544606525998e-07,1.0,1.0,1.0,0.08660416666666666,0.39958333333333335,0.011666666666666667,4.40767428080924
18,native_uncertainty_diverse,3.841544606525998e-07,1,0.0,0.0,0.0,0.0,0.0,1.0,3.841544606525998e-07,1.0,0.125,0.125,0.003383333333333334,0.4875,0.6095833333333334,5.075350485268215
18,random_rejected,3.841544606525998e-07,1,0.0,0.0,0.0,0.0,0.0,1.0,3.841544606525998e-07,1.0,0.5,0.5,0.026847222222222224,0.6683333333333333,0.44999999999999996,4.342899899279212
18,rejected_action_diverse,3.841544606525998e-07,1,0.0,0.0,0.0,0.0,0.0,1.0,3.841544606525998e-07,1.0,0.125,0.125,0.005416666666666667,0.54125,0.4875,5.44322469726308
19,action_diverse,0.03811072037105639,1,0.0,0.0,0.006583471779966793,0.0008229339724958491,0.0,1.0,0.031527248591089595,1.0,0.625,0.625,0.0557875,0.6191666666666666,0.47208333333333335,7.301739357209065
19,crod_directional,0.03811072037105639,1,0.0,0.0,0.01333392053913214,0.0016667400673915176,0.0,1.0,0.024776799831924247,1.0,1.0,1.0,0.37714166666666665,0.9091666666666667,0.027083333333333334,5.759621867512705
19,dino_best_rejected,0.03811072037105639,1,0.0,0.0,0.01333392053913214,0.0016667400673915176,0.0,1.0,0.024776799831924247,1.0,1.0,1.0,0.3091805555555555,0.7204166666666667,0.011666666666666667,6.02139176740123
19,native_uncertainty_diverse,0.03811072037105639,1,0.0,0.0,0.018649381075786692,0.0023311726344733366,0.0,1.0,0.019461339295269695,1.0,0.75,0.75,0.08334583333333333,0.3795833333333333,0.30374999999999996,6.889380953020753
19,random_rejected,0.03811072037105639,1,0.0,0.0,0.005316368083624241,0.0006645460104530302,0.0,1.0,0.032794352287432146,1.0,0.375,0.375,0.041063888888888886,0.5441666666666667,0.5275,5.297569615787824
19,rejected_action_diverse,0.03811072037105639,1,0.0,0.0,0.006583471779966793,0.0008229339724958491,0.0,1.0,0.031527248591089595,1.0,0.625,0.625,0.0557875,0.6191666666666666,0.47208333333333335,7.301739357209065
20,action_diverse,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.375,0.375,0.04592361111111111,0.5729166666666666,0.5083333333333333,6.399002269528728
20,crod_directional,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.2435291666666667,0.8458333333333334,0.03916666666666667,5.073721951395658
20,dino_best_rejected,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.1876263888888889,0.58875,0.011666666666666667,4.7690758750856865
20,native_uncertainty_diverse,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.125,0.125,0.008233333333333334,0.4941666666666667,0.6408333333333334,6.030710737468845
20,random_rejected,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.25,0.25,0.0013708333333333376,0.50125,0.565,4.774270798873818
20,rejected_action_diverse,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.375,0.375,0.04592361111111111,0.5729166666666666,0.5083333333333333,6.399002269528728
21,action_diverse,0.02676475091904822,1,0.0,0.0,0.0035652553234195306,0.0004456569154274413,0.0,1.0,0.02319949559562869,1.0,0.375,0.375,0.024826388888888887,0.5845833333333333,0.53125,10.755481345115175
21,crod_directional,0.02676475091904822,1,0.0,0.0,0.0,0.0,0.0,1.0,0.03211974471183843,1.0,1.0,1.0,0.3395694444444445,0.96,0.049166666666666664,8.570920080682871
21,dino_best_rejected,0.02676475091904822,1,0.0,0.0,0.0017659650438315092,0.00022074563047893864,0.0,1.0,0.02499878587521671,1.0,1.0,1.0,0.22971666666666668,0.6241666666666666,0.011666666666666667,7.914185368542675
21,native_uncertainty_diverse,0.02676475091904822,1,0.0,0.0,0.012216281120700386,0.0015270351400875483,0.0,1.0,0.014548469798347834,1.0,0.625,0.625,0.062437500000000014,0.45875,0.3875,9.36738192555954
21,random_rejected,0.02676475091904822,1,0.0,0.0,0.012632428647028333,0.0015790535808785416,0.0,1.0,0.014132322272019887,1.0,0.375,0.375,0.05016666666666668,0.50125,0.49124999999999996,8.07845499247917
21,rejected_action_diverse,0.02676475091904822,1,0.0,0.0,0.0035652553234195306,0.0004456569154274413,0.0,1.0,0.02319949559562869,1.0,0.375,0.375,0.024826388888888887,0.5845833333333333,0.53125,10.755481345115175
22,action_diverse,0.008456270104516732,1,0.0,0.0,0.0007718916231158812,9.648645288948515e-05,0.0,1.0,0.007684378481400851,1.0,0.375,0.375,0.017897222222222224,0.475,0.4008333333333334,7.160952732026836
22,crod_directional,0.008456270104516732,1,0.0,0.0,0.0012302355545983816,0.0001537794443247977,0.0,1.0,0.0072260345499183505,1.0,1.0,1.0,0.15740138888888888,0.75375,0.048333333333333325,5.8189764702074545
22,dino_best_rejected,0.008456270104516732,1,0.0,0.0,0.0005520492292392272,6.90061536549034e-05,0.0,1.0,0.007904220875277505,1.0,1.0,1.0,0.10360277777777778,0.41708333333333325,0.011666666666666667,5.523676968413365
22,native_uncertainty_diverse,0.008456270104516732,1,0.0,0.0,0.0004556048424532149,5.695060530665186e-05,0.0,1.0,0.008000665262063517,1.0,0.375,0.375,0.025868055555555557,0.45166666666666666,0.38749999999999996,6.491562390153719
22,random_rejected,0.008456270104516732,1,0.0,0.0,0.001158767082037289,0.00014484588525466113,0.0,1.0,0.007297503022479443,1.0,0.25,0.25,0.0011499999999999991,0.48833333333333334,0.52125,5.76467715252652
22,rejected_action_diverse,0.008456270104516732,1,0.0,0.0,0.0007718916231158812,9.648645288948515e-05,0.0,1.0,0.007684378481400851,1.0,0.375,0.375,0.017897222222222224,0.475,0.4008333333333334,7.160952732026836
23,action_diverse,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.25,0.25,0.030826388888888893,0.5283333333333333,0.5729166666666667,5.316308760854508
23,crod_directional,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.2739611111111111,0.7562500000000001,0.07958333333333334,4.001686792366356
23,dino_best_rejected,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.1316152777777778,0.30291666666666667,0.011666666666666667,4.349471915784269
23,native_uncertainty_diverse,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.04441527777777778,0.20875,0.37375,4.8410536749152335
23,random_rejected,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.625,0.625,0.0876263888888889,0.5579166666666666,0.41125,4.460776478503577
23,rejected_action_diverse,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.25,0.25,0.030826388888888893,0.5283333333333333,0.5729166666666667,5.316308760854508
24,action_diverse,0.010111846193231392,1,0.0,0.0,0.002363191402219623,0.00029539892527745285,0.0,1.0,0.007748654791011769,1.0,0.625,0.625,0.08101527777777776,0.39583333333333337,0.3979166666666667,5.148999962855822
24,crod_directional,0.010111846193231392,1,0.0,0.0,0.0,0.0,0.0,1.0,0.015195490387773916,1.0,1.0,1.0,0.42060555555555557,0.8904166666666666,0.03625,4.145343218069839
24,dino_best_rejected,0.010111846193231392,1,0.0,0.0,0.0,0.0,0.0,1.0,0.013570069029851263,1.0,1.0,1.0,0.24525694444444446,0.49624999999999997,0.011666666666666667,4.104125964292306
24,native_uncertainty_diverse,0.010111846193231392,1,0.0,0.0,0.0,0.0,0.0,1.0,0.019149180284820013,1.0,0.625,0.625,0.06089444444444443,0.32791666666666663,0.47291666666666665,4.904689928395095
24,random_rejected,0.010111846193231392,1,0.0,0.0,0.0,0.0,0.0,1.0,0.014450098634658723,1.0,0.625,0.625,0.09109166666666665,0.5049999999999999,0.41500000000000004,4.056831261848464
24,rejected_action_diverse,0.010111846193231392,1,0.0,0.0,0.002363191402219623,0.00029539892527745285,0.0,1.0,0.007748654791011769,1.0,0.625,0.625,0.08101527777777776,0.39583333333333337,0.3979166666666667,5.148999962855822
25,action_diverse,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.25,0.25,0.022905555555555557,0.5974999999999999,0.5395833333333333,4.868206178608048
25,crod_directional,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.1539263888888889,0.6174999999999999,0.05125,3.9192629472537344
25,dino_best_rejected,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0786263888888889,0.27416666666666667,0.011666666666666667,3.953037302881798
25,native_uncertainty_diverse,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.01842361111111111,0.40541666666666665,0.39125,4.814847660950477
25,random_rejected,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.021880555555555556,0.5383333333333333,0.40208333333333335,4.001347200050949
25,rejected_action_diverse,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.25,0.25,0.022905555555555557,0.5974999999999999,0.5395833333333333,4.868206178608048
26,action_diverse,0.039033299048461416,1,0.0,0.0,0.0017647994132233072,0.0002205999266529134,0.0,1.0,0.03726849963523811,1.0,0.0,0.0,0.0,0.4691666666666666,0.4404166666666667,6.239748408420192
26,crod_directional,0.039033299048461416,1,0.0,0.0,0.012269130541150777,0.001533641317643847,0.0,1.0,0.02676416850731064,1.0,0.5,0.5,0.001833333333333333,0.44916666666666666,0.29291666666666666,5.813396953468493
26,dino_best_rejected,0.039033299048461416,1,0.0,0.0,0.012269130541150777,0.001533641317643847,0.0,1.0,0.02676416850731064,1.0,0.5,0.5,0.001833333333333333,0.30000000000000004,0.015833333333333335,4.918220008352654
26,native_uncertainty_diverse,0.039033299048461416,1,0.0,0.0,0.008309038448925051,0.0010386298061156314,0.0,1.0,0.030724260599536365,1.0,0.125,0.125,0.00025694444444444446,0.23666666666666666,0.2925,5.908464554129063
26,random_rejected,0.039033299048461416,1,0.0,0.0,0.007619322086054689,0.0009524152607568361,0.0,1.0,0.03141397696240673,1.0,0.0,0.0,0.0,0.42833333333333334,0.6141666666666665,5.077653348213868
26,rejected_action_diverse,0.039033299048461416,1,0.0,0.0,0.0017647994132233072,0.0002205999266529134,0.0,1.0,0.03726849963523811,1.0,0.0,0.0,0.0,0.4691666666666666,0.4404166666666667,6.239748408420192
27,action_diverse,0.02935601429048838,1,0.0,0.0,0.0026799697383409864,0.0003349962172926233,0.0,1.0,0.026676044552147393,1.0,0.125,0.125,0.0013541666666666665,0.5604166666666667,0.48499999999999993,6.215323962138883
27,crod_directional,0.02935601429048838,1,0.0,0.0,0.0037500627896691376,0.0004687578487086422,0.0,1.0,0.025605951500819242,1.0,1.0,1.0,0.08179444444444445,0.6079166666666667,0.045,5.107608601869078
27,dino_best_rejected,0.02935601429048838,1,0.0,0.0,0.0037500627896691376,0.0004687578487086422,0.0,1.0,0.025605951500819242,1.0,1.0,1.0,0.050569444444444445,0.3091666666666667,0.011666666666666667,5.034961334608581
27,native_uncertainty_diverse,0.02935601429048838,1,0.0,0.0,0.007458251394273339,0.0009322814242841673,0.0,1.0,0.02189776289621504,1.0,0.25,0.25,0.007863888888888889,0.2554166666666666,0.3991666666666667,5.806369624448995
27,random_rejected,0.02935601429048838,1,0.0,0.0,0.0,0.0,0.0,1.0,0.03298117111273134,1.0,0.125,0.125,0.003541666666666667,0.5729166666666666,0.4325,5.164543185783713
