snapshot,arm,anchor_physical_distance_m,anchor_success,inversion_hit,best_corrective_advantage_m,best_any_advantage_m,best_improvement_per_query_m,any_success_gain,selected_success_any,best_selected_distance_m,native_rejected_fraction,auxiliary_prefers_fraction,directional_positive_fraction,mean_crod_score,mean_native_rank_fraction,mean_auxiliary_rank_fraction,mean_action_distance_from_anchor
2,rejected_action_diverse,2.866541797215536e-11,1,0.0,0.0,0.0,0.0,0.0,1.0,2.866541797215536e-11,1.0,0.625,0.625,0.08127222222222223,0.46249999999999997,0.29375,5.419046589318179
3,action_diverse,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.125,0.125,0.002527777777777778,0.46875,0.50875,4.560081060827213
3,crod_directional,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.10322500000000001,0.6499999999999999,0.03125,3.878115215519494
3,dino_best_rejected,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.08021527777777777,0.4504166666666667,0.011666666666666667,3.8112296540521737
3,native_uncertainty_diverse,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.25,0.25,0.006565277777777778,0.43041666666666667,0.40375,4.061379326490643
3,random_rejected,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.125,0.125,0.01125,0.6279166666666667,0.67125,3.937383383631434
3,rejected_action_diverse,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.125,0.125,0.002527777777777778,0.46875,0.50875,4.560081060827213
4,action_diverse,0.1711829175325873,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1711829175325873,1.0,0.375,0.375,0.023423611111111103,0.36250000000000004,0.5487500000000001,5.159518175483791
4,crod_directional,0.1711829175325873,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1711829175325873,1.0,1.0,1.0,0.4369305555555555,0.90625,0.05416666666666667,4.197265379537403
4,dino_best_rejected,0.1711829175325873,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1711829175325873,1.0,1.0,1.0,0.2378930555555555,0.45333333333333337,0.011666666666666667,4.256215976762993
4,native_uncertainty_diverse,0.1711829175325873,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1711829175325873,1.0,0.5,0.5,0.07743333333333333,0.3383333333333334,0.4504166666666667,5.016531029964854
4,random_rejected,0.1711829175325873,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1711829175325873,1.0,0.375,0.375,0.051125,0.5679166666666666,0.5275000000000001,3.8219490496711304
4,rejected_action_diverse,0.1711829175325873,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1711829175325873,1.0,0.375,0.375,0.023423611111111103,0.36250000000000004,0.5487500000000001,5.159518175483791
5,action_diverse,0.03189280434214111,1,1.0,0.02111839600764076,0.02111839600764076,0.002639799500955095,0.0,1.0,0.010774408334500349,1.0,0.625,0.625,0.05398194444444444,0.5216666666666667,0.32333333333333336,5.017945580917868
5,crod_directional,0.03189280434214111,1,0.0,0.0,0.006466161473945881,0.0008082701842432351,0.0,1.0,0.02542664286819523,1.0,1.0,1.0,0.21260833333333334,0.7233333333333334,0.04708333333333333,4.003757859977407
5,dino_best_rejected,0.03189280434214111,1,0.0,0.0,0.003683473403502339,0.00046043417543779235,0.0,1.0,0.028209330938638772,1.0,1.0,1.0,0.16402361111111108,0.49958333333333327,0.011666666666666667,4.406326418524322
5,native_uncertainty_diverse,0.03189280434214111,1,1.0,0.024758153346408796,0.024758153346408796,0.0030947691683010994,0.0,1.0,0.007134650995732316,1.0,0.75,0.75,0.050247222222222214,0.36916666666666664,0.23,4.650232059444192
5,random_rejected,0.03189280434214111,1,1.0,0.024977112707207687,0.024977112707207687,0.003122139088400961,0.0,1.0,0.006915691634933424,1.0,0.375,0.375,0.010887499999999998,0.43083333333333335,0.5016666666666667,4.025440840201426
